ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
197031,PROFESSIONAL HHS OF MONROE,801 STUBBS STE E & F,MONROE,LA,71201,3183232246,PROPRIETARY,11/23/1970,Y,Y,Y,Y,Y,Y,92,90,100,99,87,81,199,100,100,199,199,199,99,55,40,65,60,49,199,199,22,37
197037,"CONCERNED CARE HOME HEALTH, INC","19550 NORTH TENTH STREET , SUITE B",COVINGTON,LA,70433,9858923947,PROPRIETARY,5/5/1972,Y,Y,Y,Y,Y,Y,93,98,77,98,81,86,97,99,100,199,100,99,99,54,53,72,46,55,97,51,15,32
197038,EVANGELINE HOME HEALTH CARE AGENCY,1424 FUSELIER AVE,BASILE,LA,70515,3374325986,VOLUNTARY NON-PROFIT - PRIVATE,11/6/1972,Y,Y,Y,Y,Y,Y,93,88,99,98,76,80,93,99,99,97,89,99,90,52,51,72,71,56,88,53,13,36
197039,JEFF DAVIS HOME HEALTH,"1322 ELTON ROAD, SUITE B",JENNINGS,LA,70546,3378241188,PROPRIETARY,6/25/1973,Y,Y,Y,Y,Y,Y,100,94,99,99,90,86,100,100,100,199,95,97,99,72,62,81,76,54,100,60,8,24
197044,"SYNERGY HOME CARE-CENTRAL REGION, INC",137 YORKTOWN DRIVE,ALEXANDRIA,LA,71303,3184876700,PROPRIETARY,12/19/1974,Y,Y,Y,Y,Y,Y,93,98,97,99,63,69,97,99,99,98,98,98,98,62,50,74,68,64,91,64,16,29
197052,LOUISIANA HOMECARE,301 JEFFERSON STREET,MANSFIELD,LA,71052,3188720821,PROPRIETARY,7/12/1977,Y,Y,Y,Y,Y,Y,93,91,87,98,70,66,91,100,96,100,88,98,98,64,57,70,55,51,97,60,13,33
197056,HME HLTH DEPT WILLIS KNIGHTON,3300 ALBERT BICKNELL DR,SHREVEPORT,LA,71103,3182124180,VOLUNTARY NON-PROFIT - OTHER,6/15/1979,Y,Y,Y,N,Y,Y,95,85,92,79,55,59,84,89,94,91,87,91,75,57,48,69,68,76,91,57,10,39
197057,LOUISIANA HOMECARE OF LAFAYETTE,1501 KALISTE SALOOM ROAD UNIT L,LAFAYETTE,LA,70508,3372349162,VOLUNTARY NON-PROFIT - CHURCH,6/6/1979,Y,Y,Y,Y,Y,Y,98,98,89,99,61,57,100,99,99,199,199,100,100,75,70,83,86,79,94,74,18,26
197058,LASALLE GEN HOSP HOME HEALTH AGENCY,212 NINTH STREET,JENA,LA,71342,3189929250,VOLUNTARY NON-PROFIT - OTHER,11/5/1979,Y,Y,Y,Y,N,Y,99,100,99,100,92,92,100,100,100,199,100,100,100,51,45,50,59,40,90,48,18,40
197060,"ACADIAN HOMECARE, LLC",515  VEROT SCHOOL ROAD SUITE A,LAFAYETTE,LA,70508,3372358185,PROPRIETARY,5/23/1979,Y,Y,Y,Y,Y,Y,97,88,85,97,73,73,79,100,88,100,82,98,98,59,47,67,54,34,91,50,13,27
197062,MEDSOURCE HOME HEALTH,1211 W VINE STREET SUITE B,OPELOUSAS,LA,70570,3379485367,PROPRIETARY,8/8/1980,Y,Y,Y,Y,Y,Y,93,79,95,100,48,43,78,98,89,100,81,98,99,62,49,74,77,61,92,57,11,31
197063,LOUISIANA HOMECARE OF MISS-LOU,"201 EE WALLACE BLVD,  N SUITE 1",FERRIDAY,LA,71334,3187576153,PROPRIETARY,8/18/1980,Y,Y,Y,Y,Y,Y,98,93,78,95,73,74,100,100,99,199,99,99,98,67,55,78,62,50,100,57,11,19
197074,CHRISTUS HOMECARE SCHUMPERT,1700 BUCKNER SQUARE STE 200,SHREVEPORT,LA,71101,3186817200,VOLUNTARY NON-PROFIT - CHURCH,5/5/1982,Y,Y,Y,Y,Y,Y,93,95,100,99,84,79,95,99,95,100,78,78,98,51,54,70,60,63,88,46,11,29
197077,OCHSNER HOME HEALTH OF LUTCHER,10900 HWY 3125 SUITE H,LUTCHER,LA,70071,2258699555,PROPRIETARY,5/14/1982,Y,Y,Y,Y,Y,Y,95,96,92,95,60,55,98,99,99,199,97,100,93,58,52,60,77,74,85,51,14,30
197084,GLENWOOD HOME HEALTH AGENCY,"102 THOMAS ROAD, STE 607",WEST MONROE,LA,71291,3183293737,PROPRIETARY,2/2/1983,Y,Y,Y,Y,Y,Y,94,94,88,97,83,80,94,100,99,199,83,100,92,57,50,68,47,38,86,51,6,26
197086,BEST HOME HEALTH,3101 CRPRESS STREET 4 & 5,WEST MONROE,LA,71291,3183235594,PROPRIETARY,5/23/1983,Y,Y,Y,Y,Y,Y,94,92,100,98,76,79,97,98,99,100,97,99,94,56,50,62,50,40,87,49,11,31
197089,DELHI HOME CARE,509 CINCINNATI STREET,DELHI,LA,71232,3188785152,PROPRIETARY,6/13/1983,Y,Y,Y,Y,Y,Y,98,93,95,98,96,96,81,100,99,199,199,100,98,64,59,82,78,72,86,56,12,23
197091,LOUISIANA HOMECARE OF MONROE,3418 MEDICAL PARK DRIVE SUITE 6,MONROE,LA,71203,3183274500,PROPRIETARY,7/29/1983,Y,Y,Y,Y,Y,Y,95,87,84,89,78,81,78,97,90,199,79,95,92,64,50,66,52,42,96,57,12,31
197095,SUPREME HOME HEALTH SERVICE INC,1110 JACKSON STREET,MONROE,LA,71201,3183235489,PROPRIETARY,9/9/1983,Y,Y,Y,Y,Y,Y,91,98,78,70,67,48,96,69,99,199,96,93,73,49,33,60,52,26,199,59,9,39
197097,OMNI HOME CARE,68445 TAMMANY TRACE,MANDEVILLE,LA,70471,9856745175,PROPRIETARY,8/15/1983,Y,Y,Y,Y,Y,Y,86,96,100,99,87,83,98,100,100,100,100,100,99,61,55,79,63,60,91,58,8,31
197099,FELICIANA HOME HEALTH,9735 GRACE LANE,CLINTON ,LA,70722,2256833347,PROPRIETARY,8/11/1983,Y,Y,Y,Y,Y,Y,94,94,69,96,74,65,87,100,95,99,80,93,99,56,49,68,66,58,90,55,12,28
197102,FELICIANA HOME HEALTH SOUTH,826 WEST HWY 30 SUITE C,GONZALES,LA,70737,2254503294,PROPRIETARY,11/18/1983,Y,Y,Y,Y,Y,Y,92,98,78,94,53,50,93,99,100,199,97,98,99,68,63,80,76,67,93,58,11,26
197104,"LOUISIANA HOMECARE OF SLIDELL,LLC","2990 EAST GAUSE BLVD, SUITE B",SLIDELL,LA,70461,9856494990,PROPRIETARY,12/7/1983,Y,Y,Y,Y,Y,Y,99,95,96,98,78,79,98,99,99,199,100,100,96,72,69,88,77,69,96,74,16,20
197112,OCHSNER HOME HEALTH - WEST BANK,200 LAPALCO BLVD,GRETNA,LA,70056,5043940102,PROPRIETARY,2/21/1984,Y,Y,Y,Y,Y,Y,94,96,82,94,57,55,92,99,99,98,97,99,100,60,52,70,68,64,83,58,10,27
197113,HANCOCK HOME HEALTH INC,711 JOHNSON STREET,TALLULAH,LA,71282,3185742240,PROPRIETARY,2/20/1984,Y,Y,Y,Y,N,Y,94,100,99,96,52,28,199,97,97,199,199,95,94,58,25,63,71,47,199,199,8,51
197114,BUNKIE HOMECARE,1123 SHIRLEY ROAD,BUNKIE,LA,71322,3183463312,PROPRIETARY,2/20/1984,Y,Y,Y,Y,Y,Y,99,90,81,98,70,70,93,100,96,100,91,99,99,62,59,75,56,52,89,61,16,20
197115,"STAT HOME HEALTH NORTH, LLC",252 N MAIN STREET,SIBLEY,LA,71073,3183713673,PROPRIETARY,12/7/1983,Y,Y,Y,Y,Y,Y,99,98,100,99,87,91,98,100,100,100,99,99,95,76,69,85,83,78,95,66,11,21
197119,OCHSNER HOME HEALTH OF RACELAND,4608 HIGHWAY 1,RACELAND,LA,70394,9855378362,PROPRIETARY,3/14/1984,Y,Y,Y,Y,Y,Y,96,74,84,98,58,68,87,100,97,199,84,95,98,61,66,67,60,70,79,45,15,23
197120,MEDISTAR HOME HEALTH OF JACKSON PARISH,403 COOPER AVENUE,JONESBORO,LA,71251,3182598389,PROPRIETARY,1/2/1984,Y,Y,Y,Y,Y,Y,92,96,98,97,78,83,86,100,93,199,199,85,98,59,48,51,47,41,199,32,11,38
197121,"DELTA HOME CARE, INC.",9 CROTHERS DRIVE,TALLULAH,LA,71282,3185745700,PROPRIETARY,6/6/1984,Y,Y,Y,Y,N,Y,95,98,100,100,42,52,100,99,100,199,100,100,98,49,40,49,84,69,199,56,6,37
197122,ST MARGARET'S HOME HEALTH AND HOSPICE,919 AMELIA STREET,GRETNA,LA,70053,5043735923,PROPRIETARY,3/5/1984,Y,Y,Y,Y,Y,Y,64,66,94,90,73,60,199,94,85,199,199,199,74,76,52,62,60,199,199,199,15,32
197123,ULTRA HOME HEALTH,711 BOAT RAMP ROAD,FRANKLINTON,LA,70438,9858393925,PROPRIETARY,4/18/1984,Y,Y,Y,Y,Y,Y,90,99,100,96,90,87,100,97,100,199,100,99,95,62,46,76,72,51,90,65,11,30
197124,"SYNERGY HOME CARE-CAPITOL REGION, INC","58725 BELLEVIEW ROAD, SUITE A-3",PLAQUEMINE,LA,70765,2256878188,PROPRIETARY,1/26/1984,Y,Y,Y,Y,Y,Y,93,97,92,98,86,86,95,99,100,97,96,94,98,57,53,73,74,69,94,54,11,34
197135,WEST CARROLL MEM. HOSPITAL HOME,110 NORTH FRONT STREET,OAK GROVE,LA,71263,3184289604,PROPRIETARY,6/21/1984,Y,Y,Y,Y,N,Y,99,100,100,98,55,82,100,99,100,199,100,100,100,53,39,62,36,24,199,25,10,43
197136,ST LANDRY HOMECARE,816 CRESWELL LANE SUITE 3,OPELOUSAS,LA,70570,3379488988,PROPRIETARY,6/19/1984,Y,Y,Y,Y,Y,Y,89,86,89,98,32,32,82,100,89,95,88,99,99,58,43,69,57,49,94,50,12,30
197142,"TRUCARE HOME HEALTH, LLC","1800 HUDSON LANE, SUITE 2 C",MONROE,LA,71203,3182818627,PROPRIETARY,9/5/1984,Y,Y,Y,Y,Y,Y,97,89,100,99,49,44,94,100,99,85,96,99,96,33,32,52,42,32,199,36,10,28
197143,AMERACARE HOME HEALTH,1579 HIGHWAY 51 NORTH,PONCHATOULA,LA,70454,9853867800,PROPRIETARY,6/12/1984,Y,Y,Y,Y,Y,Y,93,97,99,96,66,64,97,98,100,100,99,98,83,71,58,81,73,71,90,60,19,23
197149,LANE HOME HEALTH AN AFFILIATE OF LANE REG MEDICAL,6300 MAIN STREET.,ZACHARY,LA,70791,2256584150,VOLUNTARY NON-PROFIT - OTHER,11/1/1984,Y,Y,Y,Y,Y,Y,99,98,99,100,65,68,100,99,100,100,98,95,99,58,51,64,69,66,93,58,10,33
197154,POINTE COUPEE HOMEBOUND HEALTH,350 HOSPITAL ROAD,NEW ROADS,LA,70760,2256385717,GOVERNMENT - LOCAL,8/17/1984,Y,Y,Y,Y,Y,Y,99,95,100,99,77,77,92,99,98,100,97,100,100,58,58,65,67,75,92,49,11,24
197156,OCHSNER HOME HEALTH OF COVINGTON,112 INNWOOD DRIVE SUITE D,COVINGTON,LA,70433,9853458880,PROPRIETARY,12/12/1984,Y,Y,Y,Y,Y,Y,98,98,91,93,79,75,96,100,99,100,100,100,99,65,55,73,63,56,83,58,17,24
197159,LOUISIANA HOMECARE OF ALEXANDRIA,1308 DORCHESTER DRIVE,ALEXANDRIA,LA,71303,3184277756,PROPRIETARY,12/27/1984,Y,Y,Y,Y,Y,Y,93,95,89,98,60,82,95,100,98,199,199,98,94,54,32,65,57,43,93,35,10,24
197161,THOMPSON HOME HEALTH,502 TEXAS STREET,MANSFIELD,LA,71052,3188715101,PROPRIETARY,10/17/1984,Y,Y,Y,Y,Y,Y,92,78,98,98,75,72,97,95,100,90,100,98,96,54,51,63,65,54,91,47,13,44
197163,"HOOD HOME HEALTH SERVICE, LLC",409 A N W CENTRAL AVENUE,AMITE,LA,70422,9857486686,PROPRIETARY,10/17/1984,Y,Y,Y,Y,Y,Y,96,100,99,99,74,83,100,98,100,199,100,100,98,52,62,75,68,70,93,52,13,19
197167,AMEDISYS HOME HEALTH,"1403 ST CHARLES STREET , SUITE 101",HOUMA,LA,70360,9858721955,PROPRIETARY,1/24/1985,Y,Y,Y,Y,N,Y,97,88,95,100,82,82,98,100,100,199,98,93,100,70,60,73,69,54,98,56,13,29
197168,ST. TAMMANY HOSPITAL HOME HEALTH,725 WEST 11TH AVE,COVINGTON,LA,70433,9858984414,GOVERNMENT - STATE/COUNTY,10/24/1984,Y,Y,Y,Y,Y,Y,96,60,99,99,73,74,74,100,95,100,77,98,98,53,45,70,69,61,94,48,10,33
197170,UNITED HOME HEALTH CARE OF SHREVEPORT,9400 VILLAGE GREEN DR.,SHREVEPORT,LA,71115,3187987777,PROPRIETARY,1/24/1984,Y,Y,Y,Y,Y,Y,98,90,100,67,63,64,199,94,94,199,199,95,86,49,36,44,45,43,199,26,22,33
197178,WEST CALCASIEU CAMERON HOSPITAL HHA,1327 STELLY LANE SUITE 1,SULPHUR,LA,70663,3375274362,GOVERNMENT - LOCAL,3/28/1985,Y,Y,Y,Y,Y,Y,97,93,99,100,80,85,93,100,98,199,95,100,99,54,46,73,57,63,94,52,13,30
197179,"PULSE HOME HEALTH CARE, INC",2325 SEVERN AVE SUITE 5,METAIRIE,LA,70001,5048317778,PROPRIETARY,2/26/1985,Y,Y,Y,Y,Y,Y,86,98,99,99,46,61,98,98,100,199,100,98,95,56,55,66,77,60,93,67,12,33
197181,FELICIANA HOME HEALTH WEST,58017 PLAQUEMINE STREET,PLAQUEMINE,LA,70764,2256870820,PROPRIETARY,5/17/1985,Y,Y,Y,Y,Y,Y,87,95,83,93,69,67,87,100,96,199,90,98,99,51,51,68,75,54,97,51,6,31
197183,BEAUREGARD MEMORIAL HOSP HHA,1808 HWY 190 W  SUITE G,DERIDDER,LA,70634,3374627188,PROPRIETARY,4/15/1985,Y,Y,Y,Y,Y,Y,98,74,84,98,70,80,91,99,91,199,81,99,100,52,56,62,62,60,92,50,11,29
197187,HOME HEALTH CTR OF THIBODAUX,804 BAYOU LANE,THIBODAUX,LA,70301,9854478442,GOVERNMENT - STATE/COUNTY,6/21/1985,Y,Y,Y,Y,Y,Y,97,98,99,97,75,71,100,98,100,100,100,100,98,64,65,74,86,78,94,62,11,26
197192,FELICIANA HOME HEALTH EAST,"1759 PHYSICIANS PARK DRIVE , SUITE A",BATON ROUGE,LA,70816,2259528400,PROPRIETARY,9/13/1985,Y,Y,Y,Y,Y,Y,96,97,97,95,9,6,97,99,96,100,92,94,99,71,63,79,71,73,95,57,10,25
197193,MINDEN MEDICAL CENTER HHA,212 MILLER ST,MINDEN,LA,71055,3183774663,PROPRIETARY,8/13/1985,Y,Y,Y,Y,N,Y,96,94,95,96,79,80,91,96,98,199,89,100,93,52,38,59,68,65,99,50,16,40
197194,CAMELLIA HOME HEALTH,"1616 S COLUMBIA STREET, SUITES C & D",BOGALUSA,LA,70427,9857350410,PROPRIETARY,8/23/1985,Y,Y,Y,Y,Y,Y,98,98,55,100,65,83,98,100,100,100,100,100,100,44,36,40,43,35,199,36,9,39
197195,"EGAN HEALTHCARE OF PLAQUEMINES, INC",2600 BELLE CHASSE HWY SUITE C,TERRYTOWN,LA,70056,5043924193,PROPRIETARY,6/19/1985,Y,Y,Y,Y,Y,Y,92,99,96,91,75,75,94,99,97,100,95,94,99,58,55,75,59,76,89,51,9,28
227224,GENTIVA HEALTH SERVICES,2069 ROOSEVELT AVENUE,SPRINGFIELD,MA,01104,4137331132,PROPRIETARY,8/15/1983,Y,Y,Y,Y,Y,Y,89,93,98,98,60,46,81,94,79,199,199,47,90,57,53,68,56,52,199,34,28,59
227229,HAMPDEN COUNTY VISITING NURSES & HOME CARE SERV,110 FORT PLEASANT AVENUE,SPRINGFIELD,MA,01108,4137376756,PROPRIETARY,3/21/1984,Y,Y,Y,Y,N,Y,99,80,96,97,34,16,98,94,99,199,94,98,96,41,42,36,55,42,199,22,12,49
227233,VINEYARD NURSING ASSOCIATION,"15 MERCHANT'S COURT, PO BOX 399",VINEYARD HAVEN,MA,02568,5086936184,VOLUNTARY NON-PROFIT - PRIVATE,1/8/1985,Y,Y,Y,Y,Y,Y,96,95,72,95,67,54,98,99,100,98,99,100,99,50,48,51,64,51,89,48,18,32
227239,JEWISH FAMILY & CHILDREN'S SERVICES,1371 BEACON STREET SUITE 203,BROOKLINE,MA,02446,6172276641,VOLUNTARY NON-PROFIT - PRIVATE,1/25/1985,Y,Y,Y,Y,Y,Y,98,93,99,91,75,72,81,98,98,199,88,94,96,45,50,53,59,28,96,52,9,31
227241,NVNA AND HOSPICE,120 LONGWATER CIRCLE,NORWELL,MA,02061,7816592342,VOLUNTARY NON-PROFIT - PRIVATE,7/31/1985,Y,Y,Y,Y,Y,Y,98,99,98,97,74,81,96,99,100,100,98,100,99,58,66,68,75,66,95,52,10,21
227247,NOBLE VISITING NURSE,"77 MILL STREET, SUITE 207",WESTFIELD,MA,01085,4135627049,VOLUNTARY NON-PROFIT - PRIVATE,10/20/1987,Y,Y,Y,N,Y,Y,90,90,99,81,59,60,87,92,98,100,95,95,87,55,66,63,71,66,96,51,15,31
227251,CENTRUS PREMIER HOME CARE,225 WATER STREET   SUITE A150,PLYMOUTH,MA,02360,5087473521,PROPRIETARY,11/8/1989,Y,Y,Y,Y,Y,Y,96,88,94,78,55,47,199,95,96,199,98,95,92,51,199,51,199,199,199,199,0,48
227260,GENTIVA HEALTH SERVICES,"275 MARTINE STREET, SUITE 104",FALL RIVER,MA,02723,5086720675,PROPRIETARY,3/8/1991,Y,Y,Y,Y,Y,Y,92,92,100,99,41,42,72,99,95,94,90,96,100,59,45,62,66,69,100,50,10,26
227263,ALL CARE VNA-GREATER LYNN INC,210 MARKET STREET,LYNN,MA,01901,7815982454,VOLUNTARY NON-PROFIT - PRIVATE,10/24/1991,Y,Y,Y,Y,Y,Y,95,97,96,100,56,32,99,99,99,99,98,100,100,54,49,61,71,62,92,47,10,26
227269,CARETENDERS,"29 CRAFTS STREET, SUITE 330",NEWTON,MA,02458,6173325015,PROPRIETARY,8/11/1992,Y,Y,Y,Y,Y,Y,88,90,97,97,73,73,96,98,99,98,98,99,98,64,58,67,73,65,92,56,11,31
227280,PERSONAL TOUCH HOME AIDES,"15 TYNGSBORO ROAD, UNIT 4B",N CHELMSFORD,MA,01863,9782510170,PROPRIETARY,9/21/1993,Y,Y,Y,Y,Y,Y,93,88,99,91,53,49,94,98,96,199,96,92,95,57,43,70,68,74,199,55,8,27
227281,NEW ENGLAND HOME HEALTH SERVIC,"594 MARRETT ROAD, #11",LEXINGTON,MA,02421,7816749100,PROPRIETARY,8/3/1993,Y,Y,Y,Y,N,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
227283,WHITTIER HOME HEALTH CARE AGENCY,145 WARD HILL,HAVERHILL,MA,01835,9783746300,PROPRIETARY,9/7/1993,Y,Y,Y,Y,Y,Y,97,90,96,92,83,72,79,97,89,199,74,81,97,61,55,65,67,80,91,61,12,39
227288,AMEDISYS HOME HEALTH OF AGAWAM,"67 HUNT STREET, SUITE 102",AGAWAM,MA,01001,4137890027,PROPRIETARY,3/9/1994,Y,Y,Y,Y,Y,Y,95,98,100,100,78,75,94,100,98,99,97,99,100,59,43,66,70,57,94,58,13,27
227289,PERSONAL TOUCH HOMECARE SERVICES,421B FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747,5089954242,PROPRIETARY,1/10/1994,Y,Y,Y,Y,Y,Y,98,90,100,99,67,51,98,96,100,100,96,98,94,53,62,58,70,80,96,48,10,35
227290,"SUBURBAN HOME HEALTH CARE, INC",1050 COMMONWEALTH AVE,BOSTON,MA,02115,6172647100,PROPRIETARY,4/1/1994,Y,Y,Y,Y,Y,Y,97,93,100,99,32,28,96,99,99,100,98,97,98,52,53,59,74,49,100,57,10,35
227302,INTERIM HEALTH CARE OF HYANNIS,99 BRACKETT STREET,QUINCY,MA,02169,6177733073,PROPRIETARY,8/18/1982,Y,Y,Y,N,Y,Y,99,98,100,99,88,85,96,99,100,100,100,100,100,68,56,72,59,66,199,73,14,22
227400,LIFE CARE AT HOME,73 STEVENS STREET,EAST TAUNTON,MA,02718,5088226066,PROPRIETARY,7/13/1994,Y,Y,Y,Y,Y,Y,94,96,98,99,78,73,94,98,99,199,94,99,97,59,53,71,80,77,93,56,11,21
227503,ANGELS AT HOME HEALTHCARE,6D WINTER STREET,NEWBURYPORT,MA,01950,9784620209,VOLUNTARY NON-PROFIT - PRIVATE,1/30/2008,Y,Y,Y,Y,Y,Y,94,96,100,99,88,90,95,99,99,100,99,99,100,60,58,62,69,74,100,57,13,36
227504,"GUARDIAN HOME HEALTH CARE, LLC","320 WEST CENTER STREET, 2ND FLOOR",W BRIDGEWATER,MA,02379,5085885811,PROPRIETARY,3/26/2008,Y,Y,Y,Y,Y,Y,98,96,100,100,38,29,99,99,99,199,97,91,98,50,47,57,70,54,199,29,3,51
227505,"COMFORT HOME CARE, LLC",147 PELHAM STREET,METHUEN,MA,01844,9786854700,PROPRIETARY,5/30/2008,Y,Y,Y,Y,N,Y,90,95,97,93,47,42,93,94,97,199,90,83,92,61,63,70,64,53,96,44,11,55
227506,"ROXSOM HOME CARE, LLC","2343 WASHINGTON STREET, SUITE 2",BOSTON,MA,02119,6174457500,PROPRIETARY,10/9/2008,Y,Y,Y,Y,N,Y,86,199,199,85,199,199,199,76,199,199,199,199,67,199,199,199,199,199,199,199,0,43
227507,"GREATER BOSTON HOME HEALTH CARE, LLC",2001 BEACON STREET SUITE 200,BRIGHTON,MA,02135,6179383860,VOLUNTARY NON-PROFIT - PRIVATE,9/23/2008,Y,Y,Y,Y,Y,Y,94,99,100,99,84,83,97,99,99,199,96,95,97,55,66,62,70,58,83,32,16,28
227508,"CITYWIDE HOME CARE, INC","51 CHURCH STREET, SUITE 201",BOSTON,MA,02116,6175426666,PROPRIETARY,2/21/2009,Y,Y,Y,Y,Y,Y,100,45,100,93,39,51,199,100,100,199,199,199,97,67,67,53,64,51,199,34,14,39
227509,PRIMARY HOMECARE SPECIALTIES,"75 ADAMS STREET, SUITE D",MILTON,MA,02186,6176960600,PROPRIETARY,4/22/2009,Y,N,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,199
227510,ADVANTAGE HOME HEALTH CARE SERVICES,"1778 WASHINGTON STREET, SUITE 7B",STOUGHTON,MA,02072,7814365071,PROPRIETARY,4/3/2009,Y,Y,N,N,N,Y,79,199,100,100,199,88,199,100,199,199,199,100,97,199,199,199,199,199,199,199,0,32
227511,REHAB AT HOME,"ONE FATHER DEVALLES BLVD, SUITE 401",FALL RIVER,MA,02723,5086735500,PROPRIETARY,6/25/2009,Y,Y,Y,Y,Y,Y,85,83,100,98,69,65,76,97,94,199,88,86,96,52,56,55,69,58,199,47,8,32
227512,PEDIATRIA HEALTHCARE FOR KIDS,196 BOSTON TURNPIKE ROAD,SHREWSBURY,MA,01545,5087964706,PROPRIETARY,6/23/2009,Y,N,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199
227513,"ABBOTT HOME HEALTH CARE, INC","378 PAGE STREET, SUITE 3",STOUGHTON,MA,02072,7813440344,PROPRIETARY,8/5/2009,Y,Y,Y,Y,Y,Y,87,92,97,95,89,47,94,100,100,199,100,98,100,66,63,77,62,68,199,53,8,32
227514,"ACE MEDICAL SERVICES, LLC","61 HARVARD STREET, SUITE 108",WORCESTER,MA,01609,5087923800,PROPRIETARY,11/5/2009,Y,Y,N,N,N,Y,82,91,96,98,66,31,91,99,96,199,94,96,95,60,62,63,80,59,199,34,17,45
227515,JHC HOMECARE,629 SALISBURY STREET,WORCESTER,MA,01609,5087130538,VOLUNTARY NON-PROFIT - PRIVATE,1/22/2010,Y,Y,Y,N,Y,Y,95,95,99,94,80,74,94,94,99,100,99,100,100,50,50,63,48,55,78,41,11,26
227516,GUARDIAN HEALTHCARE,418C CENTRE STREET,JAMAICA PLAIN,MA,02130,6174778290,PROPRIETARY,2/26/2010,Y,Y,N,N,N,Y,96,97,98,100,89,77,199,100,98,199,199,100,100,53,46,66,66,61,199,45,18,37
227517,NEIGHBORHOOD HOME CARE LLC,"145 MUNROE STREET, SUITE 407",LYNN,MA,01902,7815920511,PROPRIETARY,3/4/2010,Y,Y,Y,Y,Y,Y,88,96,100,97,57,44,199,98,100,199,199,100,83,199,199,199,199,199,199,199,17,62
227518,METROPOLITAN HOME CARE,"1180 BEACON STREET, SUITE 3C-R",BROOKLINE,MA,02446,6172029090,PROPRIETARY,3/23/2010,Y,Y,Y,Y,Y,Y,98,100,100,100,92,61,199,100,100,199,199,199,100,70,88,77,70,63,199,45,9,37
227519,ALLIANCE HOME CARE VISITING NURSE AGENCY,"331 MONTVALE AVENUE, SUITE 650",WOBURN,MA,01801,7814209344,PROPRIETARY,3/12/2010,Y,Y,Y,Y,Y,Y,97,100,199,100,100,5,199,100,199,199,199,199,97,70,79,89,199,78,199,49,23,25
227520,"RELIEF HOME HEALTH SERVICES, INC",327 DORCHESTER STREET,S BOSTON,MA,02127,6172680946,PROPRIETARY,5/6/2010,Y,N,N,N,N,Y,91,199,199,86,199,199,199,95,199,199,199,199,55,199,199,199,199,199,199,199,13,23
227001,NASHOBA NURSING SERVICE,"TWO SHAKER ROAD, SUITE D225",SHIRLEY,MA,01464,9784256675,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,Y,Y,Y,95,98,100,97,78,82,96,99,98,100,95,99,99,54,52,56,69,57,90,49,14,27
227002,VNA OF GREATER LOWELL  INC,336 CENTRAL STREET  PO 1965,LOWELL,MA,01853,9784599343,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,90,95,94,99,76,81,96,98,97,98,96,90,100,57,54,61,68,63,76,40,10,26
227003,GARDNER VNA,34 PEARLY LANE,GARDNER,MA,01440,9786321230,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,N,Y,Y,98,91,75,97,74,80,93,98,96,88,90,100,100,53,54,59,68,64,85,37,13,23
227005,VISITING NURSE COMM HEALTH INC,37 BROADWAY STEET,ARLINGTON,MA,02474,7816436090,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,100,99,93,100,87,79,100,100,100,100,100,100,100,71,72,77,78,81,95,68,11,23
227006,BROCKTON VNA,"500 BELMONT STREET, SUITE 200",BROCKTON,MA,02301,5085872121,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,88,88,96,97,76,74,87,98,96,97,93,94,97,57,53,62,63,61,92,50,8,31
