"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Skilled Nursing Care","Physical Therapy","Occupational Therapy","Speech Pathology","Medical Social","Home Health Aide","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends"
"107341","MEDERI OF PALM BEACH CO","1200 NW 17TH AVENUE STE 6","DELRAY BEACH","FL","33445","5612721149","Proprietary",9/26/1983 0:00:00,"Y","Y","Y","Y","Y","Y",33,48,55,61,62,40,61,23,18,72
"107523","MEDERI OF PINELLAS COUNTY","7800 66TH ST NORTH STE 206","PINELLAS PARK","FL","33781","7275468080","Proprietary",3/5/1996 0:00:00,"Y","Y","Y","Y","Y","Y",31,39,46,51,65,42,60,25,21,71
"107485","MEDERI OF PORT CHARLOTTE","2509 RIO DRIVE JANEIRO AVENUE","PORT CHARLOTTE","FL","33983","9417647555","Proprietary",12/19/1994 0:00:00,"Y","Y","Y","Y","Y","Y",36,52,39,56,63,49,60,20,22,76
"107696","MEDEX HOME CARE, INC.","8250 NW 27TH STREET","MIAMI","FL","33122","3054639490","Proprietary",4/9/2002 0:00:00,"Y","Y","Y","Y","Y","Y",24,30,42,58,49,31,42,18,5,73
"227053","MEDFORD VISITING NURSE ASSOC.","278 MYSTIC AVENUE, SUITE 204","MEDFORD","MA","02155","7813962633","Voluntary Non Profit - Private",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",43,51,42,69,67,49,59,28,25,71
"257106","MEDGAR EVERS HHA","P. O. BOX 699","FAYETTE","MS","39069","6017863955","Proprietary",4/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",22,27,37,56,50,45,41,50,37,41
"497595","MEDI HOME HEALTH","8100 THREE CHOPT RD  SUITE 128","RICHMOND","VA","23229","8042824301","Proprietary",12/20/2004 0:00:00,"Y","Y","Y","Y","Y","Y",44,56,35,65,61,30,199,34,29,63
"497096","MEDI HOME HEALTH","2514 FRANKLIN ROAD","ROANOKE","VA","24014","5403426539","Proprietary",10/29/1993 0:00:00,"Y","Y","Y","Y","Y","Y",34,39,51,62,54,34,56,23,14,75
"347237","MEDI HOME HEALTH AGENCY","108 WIND CHIME COURT","RALEIGH","NC","27615","9198706733","Proprietary",8/6/2003 0:00:00,"Y","Y","Y","Y","Y","Y",34,47,41,55,57,32,52,26,22,70
"107787","MEDI HOME HEALTH AGENCY","14100 US 19 NORTH, SUITE 107","CLEARWATER","FL","33764","7275396116","Proprietary",7/29/2003 0:00:00,"Y","Y","Y","Y","Y","Y",36,44,56,67,59,44,64,22,22,75
"108040","MEDI HOME HEALTH AGENCY","1911 US 301 NORTH SUITE 470","TAMPA","FL","33619","8136269888","Proprietary",4/1/2004 0:00:00,"Y","Y","Y","Y","Y","Y",33,61,69,61,67,48,67,23,17,76
"108059","MEDI HOME HEALTH AGENCY","3545 ST JOHNS BLUFF RD STE 4","JACKSONVILLE","FL","32224","9049984408","Proprietary",6/14/2004 0:00:00,"Y","Y","Y","Y","Y","Y",42,54,55,67,63,45,62,26,20,70
"367442","MEDI HOME HEALTH AGENCY INC","68150 BAYBERRY DRIVE","SAINT CLAIRSVILLE","OH","43950","7406992300","Proprietary",2/23/1989 0:00:00,"Y","Y","Y","Y","Y","Y",41,47,38,60,57,34,49,30,23,68
"397607","MEDI HOME HEALTH AGENCY INC","1000 INTEGRITY DRIVE SUITE 350","PENN HILLS","PA","15235","4128297782","Proprietary",10/26/1994 0:00:00,"Y","Y","Y","Y","Y","Y",40,51,43,62,55,36,56,35,17,64
"497580","MEDI HOME HEALTH AGENCY OF TIDEWATER","1112 B EDEN WAY NORTH SUITE 200","CHESAPEAKE","VA","23320","7575481600","Voluntary Non Profit - Private",6/5/2003 0:00:00,"Y","Y","Y","Y","Y","Y",26,66,57,62,59,33,66,23,29,74
"497584","MEDI HOME HEALTH CARE & HOSPICE","80 COLLEGE STREET SUITE M","CHRISTIANSBURG","VA","24073","5403825637","Proprietary",10/30/2003 0:00:00,"Y","Y","Y","Y","Y","Y",35,46,46,52,53,31,46,27,25,73
"459471","MEDI HOMECARE","3821 STAGG DRIVE","BEAUMONT","TX","77701","4098352828","Proprietary",9/23/1999 0:00:00,"Y","Y","Y","Y","Y","Y",42,55,61,66,62,42,71,21,25,73
"108072","MEDI-CARE HOME HEALTH, LLC","2400 HIGH RIDGE ROAD, SUITE 101","BOYNTON BEACH","FL","33426","5614240500","Proprietary",6/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",36,44,37,73,64,29,32,24,5,72
"267572","MEDI-PLEX HEALTH PROFESSIONALS","200 SOUTH HANLEY, SUITE 403","CLAYTON","MO","63105","3147213434","Proprietary",6/20/2002 0:00:00,"Y","Y","Y","Y","Y","Y",31,46,56,85,54,39,55,29,18,68
"108025","MEDIASSIST HOME HEALTH CARE SERVICES AGENCY CORP","8045 NW 36TH STREET, SUITE 510","MIAMI","FL","33166","3058631700","Proprietary",2/5/2004 0:00:00,"Y","Y","Y","N","Y","Y",51,57,28,95,82,34,35,10,7,91
"108098","MEDIAVANTAGE HOME HEALTH CARE SERVICES CORP","8180 NW 36TH STREET, SUITE 414","MIAMI","FL","33166","7866215444","Proprietary",9/17/2004 0:00:00,"Y","Y","N","N","N","Y",45,41,12,70,58,35,33,21,5,73
"557107","MEDICAL  HOME CARE PROFESSIONALS","2115 CHURN CREEK RD","REDDING","CA","96002","5302265577","Proprietary",12/12/1990 0:00:00,"Y","Y","Y","Y","Y","Y",36,47,47,57,67,48,65,23,24,71
"677129","MEDICAL ARTS HOSPITAL HOME CARE","707 NORTH 4TH STREET","LAMESA","TX","79331","8068727747","Government - Local",12/22/1987 0:00:00,"Y","Y","Y","Y","N","Y",29,52,54,49,62,38,51,50,25,47
"453126","MEDICAL CASE MANAGEMENT HOME HEALTH SERVICES","2806 SOUTHEAST LOOP 820","FORT WORTH","TX","76140","8172939988","Proprietary",7/27/2004 0:00:00,"Y","Y","Y","Y","Y","Y",26,39,23,56,50,46,53,51,56,45
"017132","MEDICAL CENTER BLOUNT HH","150 GILBREATH DR","ONEONTA","AL","35121","2052743365","Proprietary",6/15/1994 0:00:00,"Y","Y","Y","Y","Y","Y",30,37,32,78,73,34,37,22,17,77
"017033","MEDICAL CENTER EAST HOME CARE","5431 BEACON DRIVE","BIRMINGHAM","AL","35210","2058385795","Voluntary Non Profit - Other",10/24/1979 0:00:00,"Y","Y","Y","Y","Y","Y",33,45,44,69,58,35,66,20,16,74
"017092","MEDICAL CENTER HOME HEALTH","P O BOX 147","CARROLLTON","AL","35447","2053678111","Voluntary Non Profit - Other",7/1/1992 0:00:00,"Y","Y","N","Y","N","Y",33,40,32,50,50,37,51,35,30,59
"017128","MEDICAL CENTER HOME HEALTH","2307 HOMER CLAYTON DRIVE","GUNTERSVILLE","AL","35976","2565718003","Government - State/County",2/3/1994 0:00:00,"Y","Y","Y","Y","Y","Y",43,58,44,48,59,33,62,32,17,66
"447101","MEDICAL CENTER HOME HEALTH","534 ROLAND AVE","JACKSON","TN","38301","7314221100","Government - Local",4/2/1975 0:00:00,"Y","Y","Y","Y","Y","Y",42,58,41,63,58,39,58,20,12,82
"017016","MEDICAL CENTER HOME HEALTH SERVICES, I","1000 WEST MAIN STREET SUITE 460","DOTHAN","AL","36301","3347940591","Government - Local",6/9/1976 0:00:00,"Y","Y","Y","Y","Y","Y",38,65,34,58,62,38,60,26,25,69
"017024","MEDICAL CENTER HOME HEALTH SERVICES, II","1000 WEST MAIN STREET, SUITE 460","DOTHAN","AL","36301","3347940591","Government - Local",6/1/1978 0:00:00,"Y","Y","Y","Y","Y","Y",38,66,30,56,57,40,63,20,20,74
"447415","MEDICAL CENTER HOMECARE SVS","101 MED TECH PARKWAY","JOHNSON CITY","TN","37604","4234316146","Voluntary Non Profit - Private",5/25/1984 0:00:00,"Y","Y","Y","Y","Y","Y",40,56,44,55,66,41,59,28,23,71
"047021","MEDICAL CTR OF SOUTH ARKANSAS","460 WEST OAK","EL DORADO","AR","71731","8708632250","Voluntary Non Profit - Private",7/29/1980 0:00:00,"Y","Y","Y","Y","Y","Y",29,32,34,59,53,26,53,33,23,62
"447151","MEDICAL HOME HEALTH CARE","1970 N JACKSON ST","TULLAHOMA","TN","37388","9314551026","Proprietary",8/1/1980 0:00:00,"Y","Y","Y","Y","Y","Y",57,42,29,58,64,36,54,33,7,64
"458060","MEDICAL INNOVATIONS HOME HEALTH CARE","702 WEST EXPRESSWAY 83 SUITE D","PHARR","TX","78577","9567819600","Proprietary",6/9/1994 0:00:00,"Y","Y","Y","Y","Y","Y",36,38,54,49,51,32,13,30,17,62
"677211","MEDICAL INSIGHTS AND CARE UNLIMITED INC","8200 WEDNESBURY LANE STE 270","HOUSTON","TX","77074","7137746428","Proprietary",6/21/1989 0:00:00,"Y","Y","Y","Y","Y","Y",31,42,46,59,46,34,40,25,21,69
"147244","MEDICAL PROFS FOR HOME HEALTH","7928 S. KING DRIVE","CHICAGO","IL","60619","7734872400","Proprietary",8/17/1983 0:00:00,"Y","Y","Y","Y","Y","Y",39,42,199,63,53,45,61,26,25,72
"227475","MEDICAL RESOURCES HOME HEALTH","433 WATERTOWN STREET","NEWTON","MA","02458","6179697517","Proprietary",3/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",35,44,60,59,39,37,64,48,37,49
"337222","MEDINA MEMORIAL HLTH CARE SYS LTHHCP","200 OHIO STREET","MEDINA","NY","14103","5857985054","Voluntary Non Profit - Private",5/5/1987 0:00:00,"Y","Y","Y","Y","Y","Y",32,48,49,62,38,20,65,38,31,59
"673141","MEDINURSE INC","13914 BLUE VISTA DRIVE","SUGAR LAND","TX","77478","8327889051","Proprietary",2/22/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"197120","MEDISTAR HOME HEALTH OF JACKSON PARISH","523 ALEXANDER ST","JONESBORO","LA","71251","3182598389","Proprietary",1/2/1984 0:00:00,"Y","Y","Y","Y","N","Y",18,25,25,40,59,199,29,52,31,43
"197317","MEDISTAR HOME HEALTH OF MARKSVILLE","347 MOREAU STREET","MARKSVILLE","LA","71351","3182538978","Proprietary",10/1/1983 0:00:00,"Y","Y","Y","Y","Y","Y",28,31,17,17,59,40,24,58,52,36
"197276","MEDISTAR HOME HEALTH OF MONROE, LLC","1808 GLENMAR AVENUE","MONROE","LA","71201","3183400221","Proprietary",7/11/1990 0:00:00,"Y","Y","Y","Y","Y","Y",34,48,32,45,52,31,30,50,5,42
"197226","MEDISTAR HOME HEALTH SHREVEPORT - BOSSIER","21103 A OLD MINDEN ROAD","BOSSIER CITY","LA","71112","3187424026","Proprietary",9/9/1988 0:00:00,"Y","Y","Y","Y","N","Y",25,40,37,44,44,32,44,41,15,54
"557165","MEDITECH HOME HEALTH INC","4562 WESTINGHOUSE ST STE C","VENTURA","CA","93003","8056440800","Proprietary",12/12/1991 0:00:00,"Y","Y","Y","Y","Y","Y",38,56,53,59,61,43,64,19,19,75
"058134","MEDQUEST HEALTH SERVICES INC","905 S FIRST AVENUE","ARCADIA","CA","91006","6264474227","Proprietary",9/16/2002 0:00:00,"Y","Y","Y","Y","Y","Y",63,61,78,86,91,72,82,16,5,83
"117126","MEDSIDE HOME HEALTH AGENCY","1253 APPLE VALLEY ROAD","ATLANTA","GA","30319","4046337433","Proprietary",7/30/1999 0:00:00,"Y","Y","Y","Y","Y","Y",25,49,14,59,36,40,18,8,5,91
"368045","MEDSOURCE HOME CARE","27801 EUCLID AVENUE, SUITE 100","EUCLID","OH","44132","2162899112","Proprietary",2/5/2004 0:00:00,"Y","Y","Y","Y","N","Y",13,9,199,35,42,5,22,30,35,69
"197679","MEDSOURCE HOMECARE","4010 W  CONGRESS STE 208","LAFAYETTE","LA","70506","3379930994","Proprietary",1/24/1995 0:00:00,"Y","Y","Y","Y","Y","Y",41,52,34,56,60,38,46,42,31,51
"107765","MEDSOUTH HOME HEALTH LLC","201 J HARVEY ETHERIDGE STREET","BONIFAY","FL","32425","8505475549","Proprietary",4/17/2003 0:00:00,"Y","Y","Y","Y","N","Y",27,57,199,47,61,39,62,33,10,62
"097000","MEDSTAR HEALTH VNA","6000 NEW HAMPSHIRE AVE NE","WASHINGTON","DC","20011","2028826988","Proprietary",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",34,54,54,71,55,40,65,32,26,65
"217068","MEDSTAR HEALTH VNA","9601 PULASKI PARK DRIVE, SUITE 417","BALTIMORE","MD","21220","4109332900","Voluntary Non Profit - Private",10/1/1982 0:00:00,"Y","Y","Y","Y","Y","Y",39,53,59,52,62,46,67,23,23,74
"497550","MEDSTAR HEALTH VNA","7777 LEESBURG PIKE SUITE 306S","FALLS CHURCH","VA","22043","7037481533","Voluntary Non Profit - Private",7/24/1998 0:00:00,"Y","Y","Y","Y","Y","Y",37,58,74,48,65,47,67,19,12,77
"217150","MEDSTAR HEALTH VNA, INC","4061 POWDER MILL ROAD SUITE 500","BELTSVILLE","MD","20705","2409652929","Voluntary Non Profit - Private",8/1/2002 0:00:00,"Y","Y","Y","Y","Y","Y",40,57,62,64,66,47,65,24,19,73
"147739","MEDTEC HOME HEALTH AGENCY, INC","333  WAUKEGAN ROAD, UNIT B","GLENVIEW","IL","60025","8476571610","Proprietary",7/1/2003 0:00:00,"Y","Y","Y","Y","Y","Y",36,42,39,65,65,42,66,25,8,71
"453119","MEDWAY HOME HEALTHCARE","1204 SOUTH BRIDGE","BRADY","TX","76825","3255973107","Proprietary",7/20/2004 0:00:00,"Y","Y","Y","Y","N","N",27,36,31,52,54,30,38,36,34,59
"679357","MEDWAY HOME HEALTHCARE","304 MARGARET LANE","DEL RIO","TX","78840","8307885566","Proprietary",10/2/2003 0:00:00,"Y","Y","N","N","Y","Y",28,37,27,44,49,33,30,34,29,61
"673193","MEGACARE HOME HEALTH SERVICES","8323 SOUTHWEST FREEWAY SUITE 810","HOUSTON","TX","77074","7139950675","Proprietary",4/7/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"527170","MEM COM HSPTL HHA","1011 N MAIN ST","EDGERTON","WI","53534","6088844910","Voluntary Non Profit - Private",10/7/1985 0:00:00,"Y","Y","Y","Y","Y","Y",38,62,13,52,50,34,41,33,32,61
"317081","MEM HOSP OF SALEM CO MEMORIAL HOME HEALTH","390 NORTH BROADWAY","PENNSVILLE","NJ","08070","8566788500","Proprietary",3/5/1986 0:00:00,"Y","Y","Y","Y","Y","Y",42,58,54,63,65,41,67,40,33,60
"287041","MEMORIAL HEALTH CENTER HOME HEALTH","645 OSAGE STREET","SIDNEY","NE","69162","3082543273","Voluntary Non Profit - Other",5/28/1985 0:00:00,"Y","Y","Y","Y","Y","Y",24,37,58,51,45,18,49,33,18,60
"457741","MEMORIAL HERMANN HOME HEALTH","7500 BEECHNUT #310","HOUSTON","TX","77074","7135964663","Voluntary Non Profit - Private",3/12/1985 0:00:00,"Y","Y","Y","Y","Y","Y",40,50,51,58,62,40,61,27,18,71
"157222","MEMORIAL HOME CARE","213 US 231","JASPER","IN","47546","8124818400","Voluntary Non Profit - Religious Affiliations",8/28/1991 0:00:00,"Y","Y","Y","Y","Y","Y",41,69,31,64,61,33,72,14,19,82
"157095","MEMORIAL HOME CARE INC","17390 DUGDALE DR","SOUTH BEND","IN","46635","5742732273","Proprietary",11/17/1983 0:00:00,"Y","Y","Y","Y","Y","Y",34,50,36,56,55,31,57,21,15,76
"507028","MEMORIAL HOME CARE SVS","1019 S 40TH AVENUE","YAKIMA","WA","98908","5095743600","Voluntary Non Profit - Other",1/1/1970 0:00:00,"Y","Y","Y","Y","Y","Y",37,56,50,61,69,40,65,20,6,77
"677531","MEMORIAL HOME HEALTH","209 S BLISS","DUMAS","TX","79029","8069354946","Government - State/County",10/13/1992 0:00:00,"Y","Y","Y","Y","Y","Y",35,72,52,53,70,45,71,24,12,72
"117087","MEMORIAL HOME HEALTH","808 NORTH HUTCHINSON AVENUE","ADEL","GA","31620","2298968177","Proprietary",9/24/1985 0:00:00,"Y","Y","Y","Y","N","Y",36,44,17,52,48,32,29,25,25,71
"327149","MEMORIAL HOME HEALTH","840 NORTH TELSHOR BLVD SUITE G","LAS CRUCES","NM","88011","5055566500","Voluntary Non Profit - Private",7/18/1996 0:00:00,"Y","Y","Y","Y","Y","Y",40,67,50,58,67,43,72,23,17,72
"367408","MEMORIAL HOME HEALTH CARE","430 S MAIN STREET","CLYDE","OH","43410","4193346626","Voluntary Non Profit - Private",10/28/1985 0:00:00,"Y","Y","Y","Y","Y","Y",32,46,58,76,61,29,55,29,23,68
"197772","MEMORIAL HOME HEALTH, INC","3525  PRYTANIA STREET SUITE 609","NEW ORLEANS","LA","70115","5048918100","Proprietary",11/7/2001 0:00:00,"Y","Y","Y","Y","Y","Y",15,24,199,16,27,18,9,53,5,35
"107444","MEMORIAL HOME HLTH SVCS","7369 SHERIDAN STREET STE 101","HOLLYWOOD","FL","33024","9549855974","Government - State/County",10/19/1992 0:00:00,"Y","Y","Y","Y","Y","Y",40,58,64,69,65,48,59,21,6,75
"457733","MEMORIAL HOMECARE","202 SOUTH FRANKLIN STREET","LUFKIN","TX","75904","9366397080","Voluntary Non Profit - Private",10/30/1984 0:00:00,"Y","Y","Y","N","Y","Y",45,51,42,65,64,44,55,28,24,68
"187052","MEMORIAL HOSP. HOME HLTH CARE","210 MARIE LANGDON DRIVE","MANCHESTER","KY","40962","6065981969","Voluntary Non Profit - Religious Affiliations",6/1/1974 0:00:00,"Y","Y","Y","N","N","Y",36,59,63,62,67,46,54,32,5,66
"377056","MEMORIAL HOSPITAL HHC","319 EAST JOSEPHINE","FREDERICK","OK","73542","5803357565","Voluntary Non Profit - Other",12/20/1983 0:00:00,"Y","Y","Y","Y","N","Y",24,21,11,14,43,33,13,29,33,72
"377161","MEMORIAL HOSPITAL HOME CARE","1401 W LOCUST ST","STILWELL","OK","74960","9186963101","Voluntary Non Profit - Other",5/18/1989 0:00:00,"Y","Y","Y","N","N","Y",23,36,33,44,55,199,43,59,51,33
"417025","MEMORIAL HOSPITAL HOME CARE","555 PROSPECT STREET","PAWTUCKET","RI","02860","4013122500","Voluntary Non Profit - Private",9/10/1968 0:00:00,"Y","Y","Y","Y","Y","Y",42,48,55,66,67,41,64,35,31,60
"537038","MEMORIAL HOSPITAL HOME CARE","1401 WEST 5TH STREET","SHERIDAN","WY","82801","3076721083","Government - State/County",3/17/1992 0:00:00,"Y","Y","Y","Y","Y","Y",46,61,199,68,67,26,77,29,22,70
"147443","MEMORIAL HOSPITAL HOME CARE","4500 MEMORIAL DRIVE","BELLEVILLE","IL","62223","6182575700","Voluntary Non Profit - Private",3/10/1986 0:00:00,"Y","Y","Y","Y","Y","Y",44,56,34,66,56,42,61,19,16,78
"237101","MEMORIAL HOSPITAL HOME HEALTH","1488 NORTH M52","OWOSSO","MI","48867","9897252299","Voluntary Non Profit - Private",7/29/1982 0:00:00,"Y","Y","Y","Y","Y","Y",34,61,57,50,57,37,63,30,24,65
"447506","MEMORIAL HOSPITAL HOME HEALTH","6227 LEE HWY","CHATTANOOGA","TN","37421","4234958550","Voluntary Non Profit - Religious Affiliations",8/1/1987 0:00:00,"Y","Y","Y","Y","Y","Y",39,50,43,61,61,35,57,27,12,69
"457634","MEMORIAL HOSPITAL HOME HEALTH AGENCY","1314 N SARAH DEWITT DRIVE","GONZALES","TX","78629","8306729508","Government - State/County",6/28/1984 0:00:00,"Y","Y","Y","Y","Y","Y",46,56,37,65,56,32,60,33,28,65
"677184","MEMORIAL HOSPITAL HOME HEALTH CARE","1004 HOBBS HIGHWAY  SUITE 2","SEMINOLE","TX","79360","4327582662","Government - State/County",10/21/1988 0:00:00,"Y","Y","Y","Y","Y","Y",28,40,62,73,73,65,50,30,18,69
"397411","MEMORIAL HOSPITAL IN HOME CARE","ONE HOSPITAL DR","TOWANDA","PA","18848","5702654877","Voluntary Non Profit - Private",7/24/1985 0:00:00,"Y","Y","Y","Y","Y","Y",44,55,62,57,65,40,67,28,26,67
"367146","MEMORIAL HOSPITAL OF UNION COUNTY","500 LONDON AVENUE","MARYSVILLE","OH","43040","9376443211","Government - State/County",10/20/1978 0:00:00,"Y","Y","Y","Y","Y","Y",26,81,51,95,59,44,75,26,26,74
"527162","MEMORIAL HSPTL","216 SUNSET PL","NEILLSVILLE","WI","54456","7157433101","Voluntary Non Profit - Private",7/19/1985 0:00:00,"Y","N","N","N","Y","Y",199,199,199,199,199,199,199,47,44,50
"057748","MEMORIAL MED CTR OF LONG BEACH","450 E SPRING ST STE 5","LONG BEACH","CA","90806","5629334663","Voluntary Non Profit - Private",7/2/1986 0:00:00,"Y","Y","Y","Y","Y","Y",38,47,60,58,61,50,67,25,24,72
"457762","MEMORIAL MEDICAL CENTER HOME HEALTH AGENCY","1300 NORTH VIRGINIA  SUITE 101B","PORT LAVACA","TX","77979","3615526367","Proprietary",5/30/1985 0:00:00,"Y","Y","N","N","Y","Y",39,51,32,45,43,42,51,42,18,52
"237166","MEMORIAL MEDICAL HOME CARE","TWELVE NORTH ATKINSON DRIVE, SUITE 13","LUDINGTON","MI","49431","2318452270","Voluntary Non Profit - Private",9/17/1984 0:00:00,"Y","Y","Y","Y","Y","Y",40,49,42,82,65,38,58,20,22,77
"047133","MENA MEDICAL CENTER HOME HEALTH, LLC","311 NORTH MORROW STREET","MENA","AR","71953","4793941812","Government - Local",9/3/1991 0:00:00,"Y","Y","Y","Y","Y","Y",36,47,32,66,64,47,36,39,17,53
"147070","MENARD COUNTY HEALTH DEPARTMEN","937 N 5TH ST","PETERSBURG","IL","62675","2176322984","Government - State/County",9/2/1966 0:00:00,"Y","Y","Y","Y","N","Y",41,28,199,199,54,14,39,39,23,56
"057746","MENDO COAST HOSP HOME HLTH","215 SOUTH MAIN STREET","FORT BRAGG","CA","95437","7079614651","Government - Local",7/2/1986 0:00:00,"Y","Y","Y","Y","Y","Y",34,56,57,61,68,49,61,24,24,78
"147616","MENDOTA COMMUNITY HOSPITAL HOM","1315 MERIDEN STREET","MENDOTA","IL","61342","8155391421","Voluntary Non Profit - Other",9/15/1995 0:00:00,"Y","Y","Y","Y","Y","Y",41,55,37,64,73,49,63,22,20,76
"367650","MENNONITE MEMORIAL HOME HEALTH","410 WEST ELM STREET","BLUFFTON","OH","45817","4193587803","Voluntary Non Profit - Religious Affiliations",6/27/1995 0:00:00,"Y","Y","Y","Y","N","Y",33,199,199,199,52,35,53,26,32,73
"367617","MENORAH PARK HOME HEALTH SERVICE","27100 CEDAR ROAD","BEACHWOOD","OH","44122","2165957333","Voluntary Non Profit - Religious Affiliations",12/12/1994 0:00:00,"Y","Y","Y","Y","Y","Y",28,51,56,49,51,34,48,34,30,65
"187065","MEPCO HOME HEALTH AGENCY","216 BOGGS LANE","RICHMOND","KY","40476","8596233441","Government - State/County",4/23/1976 0:00:00,"Y","Y","Y","Y","Y","Y",37,53,51,49,59,35,53,27,28,70
"237508","MER HOME HEALTH CARE SERVICES","24655 SOUTHFIELD RD","SOUTHFIELD","MI","48075","2485690781","Proprietary",3/10/2004 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,20,199,78
"147462","MERCER COUNTY HOSPITAL HOME CA","409 NW 9TH AVENUE","ALEDO","IL","61231","3095964180","Government - State/County",1/6/1987 0:00:00,"Y","Y","Y","Y","Y","Y",27,47,199,53,53,35,55,39,35,57
"237223","MERCY AMICARE","201 MEADOWS DRIVE, SUITE A","GRAYLING","MI","49738","5173484383","Voluntary Non Profit - Religious Affiliations",4/25/1992 0:00:00,"Y","Y","Y","Y","Y","Y",51,60,46,65,76,63,58,12,16,83
"237192","MERCY AMICARE HOME HEALTHCARE","281 ENTERPRISE COURT","BLOOMFIELD HILLS","MI","48302","2488587735","Voluntary Non Profit - Religious Affiliations",4/17/1986 0:00:00,"Y","Y","Y","Y","Y","Y",48,61,47,50,74,49,63,22,17,76
"237422","MERCY AMICARE HOME HEALTHCARE","2540 16TH STREET","PORT HURON","MI","48060","8109663050","Voluntary Non Profit - Religious Affiliations",7/1/1997 0:00:00,"Y","Y","Y","Y","Y","Y",36,65,66,64,62,49,67,22,17,74
"237191","MERCY AMICARE HOMECARE","7985 MACKINAW TRAIL","CADILLAC","MI","49601","2317799550","Voluntary Non Profit - Religious Affiliations",4/29/1986 0:00:00,"Y","Y","Y","Y","Y","Y",48,58,71,62,80,61,66,9,10,86
"527018","MERCY ASSISTED CARE","901 MINERAL POINT AVE","JANESVILLE","WI","53545","6087542201","Voluntary Non Profit - Private",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",38,60,37,62,61,36,60,24,22,74
"377121","MERCY AT HOME","1011 14TH AVE NORHTWEST","ARDMORE","OK","73401","5802206560","Voluntary Non Profit - Religious Affiliations",4/17/1985 0:00:00,"Y","Y","Y","Y","Y","Y",35,60,51,50,64,36,66,35,25,57
"377048","MERCY AT HOME (OKC)","13301 NORTH MERIDIAN, BLDG 200","OKLAHOMA CITY","OK","73120","4052324663","Voluntary Non Profit - Religious Affiliations",12/16/1983 0:00:00,"Y","Y","Y","Y","Y","Y",36,51,36,59,61,32,51,22,20,73
"077224","MERCY COMMUNITY HOME CARE SERV","275 STEELE ROAD","WEST HARTFORD","CT","06117","8602366300","Voluntary Non Profit - Religious Affiliations",5/26/1998 0:00:00,"Y","Y","Y","Y","Y","Y",30,48,26,56,54,23,54,30,33,62
"673160","MERCY HEALTHCARE SERVICES INC","10101 FONDREN    SUITE 205","HOUSTON","TX","77096","7137212869","Proprietary",3/2/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"557523","MERCY HOME CARE","2740 M STREET","MERCED","CA","95340","2097257500","Voluntary Non Profit - Religious Affiliations",3/31/1995 0:00:00,"Y","Y","N","Y","Y","Y",42,62,56,73,66,39,73,19,18,80
"367523","MERCY HOME CARE","2459 WEST MARKET STREET","TIFFIN","OH","44883","4194438030","Voluntary Non Profit - Religious Affiliations",7/8/1993 0:00:00,"Y","Y","Y","Y","Y","Y",29,62,66,57,57,32,60,34,26,61
"057609","MERCY HOME CARE","1544 MARKET STREET","REDDING","CA","96001","5302454040","Voluntary Non Profit - Religious Affiliations",4/4/1984 0:00:00,"Y","Y","Y","Y","Y","Y",38,45,61,54,65,39,65,21,14,76
"047011","MERCY HOME CARE","7301B ROGERS AVE","FORT SMITH","AR","72917","4793145511","Voluntary Non Profit - Religious Affiliations",12/14/1978 0:00:00,"Y","Y","Y","Y","Y","Y",45,61,55,64,69,54,63,24,15,74
"367152","MERCY HOME CARE","2600 NORTH LIMESTONE STREET","SPRINGFIELD","OH","45503","9373909670","Voluntary Non Profit - Religious Affiliations",10/17/1980 0:00:00,"Y","Y","Y","Y","Y","Y",46,35,37,57,56,37,52,20,22,73
"357018","MERCY HOME CARE","1031 7TH ST","DEVILS LAKE","ND","58301","7016622131","Voluntary Non Profit - Religious Affiliations",8/3/1981 0:00:00,"Y","Y","Y","Y","N","Y",26,31,7,42,48,21,45,15,18,82
"357030","MERCY HOME CARE","1301 15TH AVE W","WILLISTON","ND","58801","7017747430","Voluntary Non Profit - Religious Affiliations",10/18/1984 0:00:00,"Y","Y","Y","Y","Y","Y",26,49,22,40,49,23,57,17,16,78
