ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
377171,ANGELS CARE HOME HEALTH OF EAST OKLAHOMA,751 N ASPEN,BROKEN ARROW,OK,74012,9182510952,VOLUNTARY NON-PROFIT - OTHER,4/26/1990,Y,Y,Y,Y,Y,Y,90,90,100,98,77,79,96,99,99,98,99,99,96,49,42,55,52,41,91,201,38,201,31
377173,CHEROKEE NATION HOME HEALTH SERVICES,"1630 N CEDAR AVENUE, SUITE 3",TAHLEQUAH,OK,74464,9184586102,VOLUNTARY NON-PROFIT - OTHER,7/5/1990,Y,Y,Y,Y,N,Y,83,98,100,98,78,85,96,99,95,199,95,100,93,47,41,51,65,47,91,201,36,201,37
377174,WOODWARD REGIONAL HOME HEALTH,1611 MAIN STREET SUITE 103,WOODWARD,OK,73801,5802548626,PROPRIETARY,7/25/1990,Y,Y,Y,Y,Y,Y,100,94,99,100,74,75,91,99,99,199,97,94,99,51,51,70,72,57,92,201,53,201,35
377177,"COMMUNITY HOME HEALTH, INC",830 NORTH MAIN STREET,MUSKOGEE,OK,74402,9186866300,PROPRIETARY,10/3/1990,Y,Y,Y,Y,Y,Y,89,90,99,85,56,56,92,99,100,97,99,98,95,60,59,68,62,54,88,201,44,201,42
377179,SEQUOYAH MEMORIAL HOSPITAL HOME HEALTH,213 EAST REDWOOD,SALLISAW,OK,74955,9187741171,GOVERNMENT - STATE/COUNTY,12/18/1990,Y,Y,N,Y,Y,Y,87,95,98,95,66,74,86,100,98,199,96,86,97,73,79,67,68,77,100,201,49,201,29
377180,AMEDISYS HOME HEALTH,"10108 EAST 79TH STREET, SUITE A",TULSA,OK,74133,9182943902,PROPRIETARY,2/6/1991,Y,Y,Y,Y,Y,Y,91,73,100,100,70,60,83,99,94,97,87,77,100,65,54,69,72,68,86,201,60,201,30
377185,HOUSECALLS HOME HEALTH SERVICE,3107 AZALEA PARK BOULEVARD,MUSKOGEE,OK,74401,9186835900,PROPRIETARY,9/18/1991,Y,Y,Y,Y,Y,Y,88,85,100,96,77,86,100,98,99,96,100,98,92,59,53,59,54,45,199,201,47,201,32
377186,INTEGRIS BLACKWELL REGL HOSP HH,706 SOUTH 13TH ST,BLACKWELL,OK,74631,5803633163,VOLUNTARY NON-PROFIT - CHURCH,12/30/1991,Y,Y,Y,Y,N,Y,98,99,100,100,90,96,94,97,100,199,86,98,97,61,82,73,79,73,100,201,61,201,22
377187,MAYS HOUSECALL HOME HEALTH,801 SOUTHWEST C STREET,ANTLERS,OK,74523,5802983947,PROPRIETARY,1/8/1992,Y,Y,Y,Y,N,Y,85,99,99,99,76,59,95,99,99,99,97,95,90,53,47,59,50,42,95,201,43,201,31
377189,SUPRA HOME CARE OF TULSA,"11333 EAST PINE STREET, SUITE 10",TULSA,OK,74116,9184931100,PROPRIETARY,1/24/1992,Y,Y,Y,N,Y,Y,85,97,99,99,69,79,89,100,98,199,97,99,100,48,46,60,42,40,199,201,48,201,37
377191,AMEDISYS HOME HEALTH CARE,"1909 SOUTH MUSKOGEE AVE, SUITE 900",TAHLEQUAH,OK,74464,9182070108,PROPRIETARY,3/11/1992,Y,Y,Y,Y,Y,Y,91,78,100,100,65,63,89,100,96,199,71,63,100,61,51,66,64,60,90,201,45,201,26
377193,LITTLE DIXIE HOME HEALTH,303 W JACKSON STREET,HUGO,OK,74743,5803266877,PROPRIETARY,4/15/1992,Y,Y,Y,Y,N,Y,72,79,100,89,78,86,97,94,98,199,100,89,80,50,36,59,32,36,199,201,41,201,42
377195,RESTORE HOME HEALTHCARE OF OKLAHOMA,124 S 4TH STREET,MUSKOGEE,OK,74401,9186829172,PROPRIETARY,4/27/1992,Y,Y,Y,Y,Y,Y,95,88,100,99,61,48,74,99,99,199,87,84,95,47,51,67,53,35,92,201,42,201,28
377196,ENCOMPASS HOME HEALTH OF CENTRAL OKLAHOMA,209 NW 48TH AVE,NORMAN,OK,73072,4053600041,PROPRIETARY,5/20/1992,Y,Y,Y,Y,Y,Y,82,88,100,97,69,70,92,99,94,96,86,89,100,60,53,72,49,56,90,201,50,201,29
377199,MARSHALL COUNTY HOME HEALTH,203 E MAIN ST,MADILL,OK,73446,5807959992,PROPRIETARY,6/25/1992,Y,Y,Y,Y,N,Y,90,96,98,99,80,97,199,99,100,199,199,199,96,57,199,82,55,54,199,201,199,201,32
377202,TENDERCARE HOME HEALTH AGENCY,1 N ARNO,COALGATE,OK,74538,5809272327,VOLUNTARY NON-PROFIT - OTHER,9/2/1992,Y,Y,N,N,N,Y,98,98,100,100,76,86,100,100,100,100,100,100,100,61,67,69,45,51,199,201,37,201,43
377204,STILLWATER MEDICAL CENTER HOME HEALTH SERVICES,824 SOUTH WALNUT,STILLWATER,OK,74076,4056246578,GOVERNMENT - LOCAL,11/9/1992,Y,Y,Y,Y,Y,Y,92,85,99,97,87,89,85,99,93,96,93,93,98,62,72,68,66,78,91,201,50,201,28
377205,SOUTHWEST HOME HEALTH CARE,2600 N WHEELER,SALLISAW,OK,74955,9187757975,PROPRIETARY,11/10/1992,Y,Y,Y,Y,Y,Y,69,98,100,100,68,68,100,100,100,199,100,100,100,43,30,42,47,40,199,201,47,201,38
377206,"GREEN COUNTRY HOME CARE, INC",405 EAST CHICKASAW STREET,MCALESTER,OK,74501,9184263700,PROPRIETARY,1/27/1997,Y,Y,Y,Y,N,Y,92,79,98,93,81,76,94,93,95,199,97,99,91,36,199,35,45,37,199,201,32,201,44
377208,INTEGRIS BASS HOME HEALTH CARE,"401 SOUTH 3RD, 3 FLOOR",ENID,OK,73701,5805481116,VOLUNTARY NON-PROFIT - CHURCH,12/23/1992,Y,Y,Y,Y,Y,Y,91,99,100,99,82,90,99,99,100,96,99,99,98,54,67,70,81,76,96,201,50,201,15
377211,"THE CARING CONNECTION, INC",126 W 2ND ST,WEWOKA,OK,74884,4052573347,PROPRIETARY,1/7/1993,Y,Y,Y,Y,N,Y,99,100,100,100,94,99,199,100,100,199,100,100,100,40,24,52,53,64,199,201,38,201,31
377219,SAYRE HOME HEALTH,911 HOSPITAL DRIVE,SAYRE,OK,73662,5809282275,VOLUNTARY NON-PROFIT - PRIVATE,2/4/1993,Y,Y,N,Y,Y,N,90,97,99,94,84,77,88,98,97,199,85,82,98,63,78,79,74,72,87,201,66,201,23
377221,PUSHMATAHA HOME HEALTH,510 EAST MAIN ST,ANTLERS,OK,74523,5802985523,GOVERNMENT - STATE/COUNTY,3/4/1993,Y,Y,N,N,N,Y,82,92,95,42,70,56,199,67,100,199,100,99,75,57,52,55,45,57,199,201,29,201,46
377222,"MED-CORP HOME HEALTH, INC",3310 CHANDLER RD,MUSKOGEE,OK,74403,9186878033,PROPRIETARY,3/9/1993,Y,Y,Y,Y,N,Y,90,95,98,97,75,77,100,98,99,199,94,98,96,40,63,47,43,22,199,201,38,201,47
377227,GOOD HEALTH CARE PROFESSIONALS,410 IDLEWOOD CIRCLE,WILSON,OK,73463,5806682351,PROPRIETARY,3/9/1993,Y,Y,Y,Y,N,Y,91,78,59,1,45,33,199,53,90,199,199,94,33,81,65,75,55,53,199,201,78,201,35
377233,FAIRFAX HOME HEALTH,153 N MAIN STREET,FAIRFAX,OK,74637,9186425383,PROPRIETARY,4/27/1995,Y,Y,N,Y,Y,Y,99,100,97,97,74,85,199,100,100,199,199,100,100,69,39,66,71,66,199,201,27,201,19
377234,TRINITY LIFECARE,"1103 E 13TH STREET, STE D",GROVE,OK,74344,9187864461,VOLUNTARY NON-PROFIT - OTHER,5/26/1993,Y,Y,Y,Y,Y,Y,98,99,98,100,71,68,89,99,100,199,86,100,100,60,51,68,71,67,93,201,46,201,32
377236,HILLCREST REGIONAL HOME HEALTH,940 EAST CHERRY,CUSHING,OK,74023,9182251626,VOLUNTARY NON-PROFIT - PRIVATE,5/19/1993,Y,Y,Y,Y,Y,Y,94,85,89,98,86,69,99,100,100,199,99,100,99,54,36,61,56,56,77,201,40,201,31
377237,INTERIM HEALTHCARE OF TULSA,"2828 EAST 51ST  STREET, STE 102",TULSA,OK,74105,9187499933,PROPRIETARY,6/16/1993,Y,Y,Y,Y,Y,Y,92,87,57,88,76,73,91,97,96,199,92,98,99,58,67,72,76,66,92,201,50,201,27
377238,HEALTHBACK OF CHICKASHA,420 S 22ND STREET,CHICKASHA,OK,73018,4052243366,PROPRIETARY,6/18/1993,Y,Y,Y,Y,Y,Y,83,92,98,94,77,78,90,99,99,100,95,90,99,58,48,64,63,52,96,201,55,201,28
377248,GUYMON HOME HEALTH & HOSPICE,1203 N ELLISON,GUYMON,OK,73942,5803382274,PROPRIETARY,9/16/1993,Y,Y,Y,Y,Y,Y,77,49,100,98,62,56,199,100,100,199,100,97,98,46,25,62,55,50,95,201,17,201,23
377249,PAULS VALLEY GENERAL HOSPITAL HOME SERVICES,100 VALLEY DRIVE,PAULS VALLEY,OK,73075,4052386142,GOVERNMENT - LOCAL,9/22/1993,Y,Y,Y,Y,Y,Y,96,96,97,99,78,86,95,98,95,199,97,94,90,44,26,49,57,53,82,201,42,201,29
377258,LOGAN MEDICAL CENTER HOME HEALTH,200 SOUTH ACADEMY,GUTHRIE,OK,73044,4052829406,GOVERNMENT - STATE/COUNTY,10/20/1993,Y,Y,Y,Y,Y,Y,93,88,99,91,76,86,88,87,95,199,96,97,87,56,49,81,71,59,90,201,59,201,30
377266,"HOME HEALTH PARTNERS BRISTOW, LLC",234 WEST 4TH STREET,BRISTOW,OK,74010,9183675644,PROPRIETARY,11/9/1993,Y,Y,Y,Y,Y,Y,75,98,100,100,74,82,199,100,100,199,199,97,98,60,46,76,78,64,88,201,52,201,15
377269,MIDWEST CITY REG MED CTR HOME HEALTH SERVICES,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,4057366925,PROPRIETARY,6/10/1996,Y,Y,Y,Y,Y,Y,90,95,98,98,79,81,93,100,99,95,92,98,99,43,39,58,66,52,79,201,42,201,38
377272,JANE PHILLIPS REGIONAL HOME CARE,219 NW VIRGINIA AVENUE,BARTLESVILLE,OK,74003,9183312650,VOLUNTARY NON-PROFIT - CHURCH,12/9/1993,Y,Y,N,Y,Y,Y,95,78,99,80,68,68,86,99,99,199,94,93,100,56,66,69,74,71,84,201,58,201,25
377273,TEAM SELECT HOME CARE,9810 E 42ND STREET,TULSA,OK,74146,9188287700,PROPRIETARY,12/28/1993,Y,Y,Y,Y,Y,Y,85,91,99,97,67,64,84,95,98,199,94,94,94,59,56,70,75,75,92,201,50,201,35
377277,SAMARITAN HOME CARE (CLINTON),514 AVANT AVENUE,CLINTON,OK,73601,5803230277,VOLUNTARY NON-PROFIT - OTHER,12/20/1993,Y,Y,Y,Y,Y,Y,99,98,99,100,88,91,97,100,100,199,95,95,99,86,64,88,94,86,100,201,70,201,25
377282,LATIMER COUNTY HOME HEALTH CARE AGENCY,202 E MAIN,WILBURTON,OK,74578,9184654241,PROPRIETARY,1/21/1994,Y,Y,N,N,N,Y,99,96,99,99,59,68,100,100,100,199,100,100,99,48,48,73,65,67,199,201,50,201,32
377286,EPIC HOME HEALTH,ONE HOSPITAL DRIVE,EUFAULA,OK,74432,9186892535,VOLUNTARY NON-PROFIT - PRIVATE,2/2/1994,Y,Y,N,N,N,Y,91,72,95,44,72,68,199,98,97,199,199,199,91,80,67,78,76,73,100,201,199,201,32
377296,HEALTH WATCH HOME HEALTH,2124 N HIGHWAY 81,DUNCAN,OK,73533,5802983947,PROPRIETARY,4/14/1994,Y,Y,Y,Y,N,Y,83,100,98,99,84,65,97,97,98,199,199,97,92,49,60,60,57,50,199,201,39,201,23
377400,DOCTORS PARK HOME HEALTH,"500 EAST ROBINSON, SUITE 700",NORMAN,OK,73071,4053606060,PROPRIETARY,5/5/1994,Y,Y,N,Y,N,N,84,81,98,94,80,86,84,95,96,199,100,96,85,58,52,64,62,55,85,201,50,201,41
377418,GREAT PLAINS HOME CARE,1801 W 3RD STREET,ELK CITY,OK,73648,5802255656,VOLUNTARY NON-PROFIT - PRIVATE,8/4/1994,Y,Y,Y,Y,Y,Y,96,93,100,93,57,71,92,97,99,100,85,71,97,51,62,71,71,66,98,201,51,201,28
377420,DEACONESS HOME CARE,"5300 N GRAND, STE 100",OKLAHOMA CITY,OK,73112,4057786900,PROPRIETARY,8/15/1994,Y,Y,Y,Y,Y,Y,94,96,100,98,71,67,98,98,99,199,98,82,97,59,60,72,69,71,93,201,58,201,30
377424,"SPECIALIZED HOME NURSING, INC.",7137 SOUTH BRADEN AVENUE,TULSA,OK,74136,9184818111,PROPRIETARY,8/10/1994,Y,Y,Y,Y,Y,Y,89,89,100,100,78,58,199,100,95,199,199,199,91,41,51,56,66,199,199,201,199,201,21
377425,ELKVIEW HOME HEALTH,101 SOUTH BROADWAY,HOBART,OK,73651,5807266606,VOLUNTARY NON-PROFIT - OTHER,8/9/1994,Y,Y,Y,Y,N,Y,94,96,98,97,94,93,100,91,100,100,199,97,90,38,61,64,69,44,96,201,42,201,30
377429,M H T C HOME CARE,1219 N MAY,GUYMON,OK,73942,5803385730,GOVERNMENT - STATE/COUNTY,8/25/1994,Y,Y,N,N,Y,Y,67,31,91,74,199,14,39,89,92,199,42,55,76,55,57,65,199,199,199,201,199,201,34
377437,"ALLIED HOME HEALTH SERVICES, INC",410 EAST CHEROKEE,WAGONER,OK,74467,9184852084,PROPRIETARY,9/13/1994,Y,Y,Y,Y,Y,Y,83,84,98,89,70,61,97,95,99,199,99,100,94,41,42,49,36,39,90,201,39,201,32
377442,GENTIVA HEALTH SERVICES-TULSA,"7666 E 61ST STREET,  SUITE 340",TULSA,OK,74133,9182503636,PROPRIETARY,11/9/1994,Y,Y,Y,Y,Y,Y,77,74,76,94,85,86,61,98,93,199,65,86,98,55,48,61,56,44,199,201,52,201,24
377445,PERRY MEMORIAL HOME HEALTH,501 14TH STREET,PERRY,OK,73077,5803363541,GOVERNMENT - LOCAL,11/30/1994,Y,Y,N,Y,N,Y,89,77,99,93,78,75,199,93,97,199,199,199,93,47,56,69,43,54,199,201,199,201,31
377446,THE CARING COMPANY,217 S GRAND,CHEROKEE,OK,73728,5805963535,PROPRIETARY,11/3/1994,Y,Y,N,Y,N,Y,96,86,100,96,78,34,199,91,199,199,199,97,88,43,43,56,61,53,199,201,36,201,33
377447,ANGELS CARE HOME HEALTH OF OKLAHOMA,"4045 NW 64TH STREET, SUITE 504",OKLAHOMA CITY,OK,73112,4057679555,PROPRIETARY,12/8/1994,Y,Y,Y,Y,Y,Y,88,94,99,99,76,80,93,99,97,100,96,96,96,45,39,51,51,37,90,201,25,201,35
377448,"HOLDENVILLE HOME HEALTH, LLC","711 N BULLITT, SUITE B",HOLDENVILLE,OK,74848,4053792300,VOLUNTARY NON-PROFIT - PRIVATE,12/22/1994,Y,Y,Y,Y,N,N,94,79,97,96,71,71,89,98,94,199,199,91,98,51,71,67,56,69,100,201,50,201,32
377454,ENTRUSTED HEARTS,7410 N 127TH E AVE,OWASSO,OK,74055,9182724694,VOLUNTARY NON-PROFIT - CHURCH,1/17/1995,Y,Y,Y,Y,Y,Y,84,94,20,99,88,84,93,86,98,199,88,100,99,52,63,57,59,48,93,201,49,201,24
377461,"PLATINUM HEALTH CARE OF OKLAHOMA, INC","2212 NW 50TH, SUITE 149C-2",OKLAHOMA CITY,OK,73112,4052861300,PROPRIETARY,4/4/1995,Y,Y,Y,Y,Y,Y,87,99,100,97,87,92,97,100,99,199,99,98,99,42,30,44,33,31,199,201,42,201,25
377464,ENCOMPASS HOME HEALTH OF CENTRAL OKLAHOMA,2324 W 7TH STREET,STILLWATER,OK,74074,4057078065,PROPRIETARY,4/14/1995,Y,Y,Y,N,N,Y,91,93,100,94,83,79,199,100,67,199,52,4,100,59,64,60,60,56,199,201,199,201,28
377468,OKLAHOMA HEALTHCARE SOLUTIONS I,156 S 4475 ROAD,KETCHUM,OK,74349,9187824449,PROPRIETARY,4/27/1995,Y,Y,Y,Y,N,Y,93,81,98,94,77,81,94,93,96,96,98,97,90,48,48,54,51,45,90,201,41,201,34
377471,"BARNES HOME HEALTH CARE, INC","10820 E 45TH ST, STE 301",TULSA,OK,74146,9186100089,PROPRIETARY,5/10/1995,Y,Y,Y,Y,N,Y,90,98,99,96,81,82,100,99,100,199,100,100,100,69,63,72,77,63,100,201,48,201,26
377472,HARMON COUNTY HOME HEALTH CARE,502 E CHESTNUT,HOLLIS,OK,73550,5806883353,VOLUNTARY NON-PROFIT - OTHER,5/15/1995,Y,Y,N,N,N,Y,92,95,100,99,78,78,100,100,100,199,199,100,88,49,26,47,42,28,199,201,27,201,45
377474,"LIFESPAN HOME HEALTH, LLC","2448 SE WASHINGTON BLVD, UNIT A",BARTLESVILLE,OK,74006,9183370601,PROPRIETARY,5/26/1995,Y,Y,Y,Y,N,Y,84,90,95,56,44,24,199,83,94,199,86,79,79,51,199,44,52,35,199,201,199,201,46
377478,"CARTER HEALTHCARE, INC",3105 S MERIDIAN,OKLAHOMA CITY,OK,73119,4059477700,PROPRIETARY,7/3/1995,Y,Y,Y,Y,Y,Y,99,97,100,100,83,89,98,100,99,99,99,100,100,62,55,74,65,64,89,201,61,201,31
377483,"DAVID'S HEALTH CENTER, INC",N MAIN & BOSTON,FORT TOWSON,OK,74735,5808732876,PROPRIETARY,7/27/1995,Y,Y,Y,Y,N,Y,89,95,100,100,98,90,199,86,100,199,100,100,100,199,199,199,199,199,199,201,199,201,37
377487,SUNSHINE HOME CARE,209 W CYPRESS,ALTUS,OK,73521,5804772014,PROPRIETARY,8/9/1995,Y,Y,N,N,N,Y,91,87,94,95,78,74,100,85,100,199,100,100,93,60,60,68,62,61,199,201,42,201,40
377497,"MAGNA HOME HEALTH CARE, INC",4271 WEST ALBANY,BROKEN ARROW,OK,74012,9184595073,PROPRIETARY,9/5/1995,Y,Y,Y,Y,Y,Y,72,90,100,95,77,79,93,99,100,199,100,96,97,78,68,92,76,71,199,201,57,201,24
377502,CENTRAL OK FAMILY MEDICAL CTR,527 W 3RD,KONAWA,OK,74849,5809253286,VOLUNTARY NON-PROFIT - PRIVATE,9/29/1995,Y,Y,Y,Y,N,Y,86,100,97,95,81,81,199,100,199,199,199,199,90,25,199,52,53,47,199,201,31,201,22
377509,OSAGE HOME HEALTH,128 EAST 6TH STREET,PAWHUSKA,OK,74056,9182875645,PROPRIETARY,11/30/1995,Y,Y,Y,Y,Y,Y,90,98,98,88,78,74,199,97,100,199,199,100,96,74,52,70,61,75,199,201,199,201,42
377518,"OKLAHOMA HERITAGE HOME CARE, INC","3800 N CLASSEN, STE 230",OKLAHOMA CITY,OK,73118,4057228111,PROPRIETARY,2/16/1996,Y,Y,Y,Y,Y,Y,93,95,100,98,72,72,89,99,98,199,93,97,98,37,24,48,60,31,199,201,25,201,48
377520,HEALTHBACK OF PURCELL,519 W DELAWARE,PURCELL,OK,73080,4055270027,PROPRIETARY,2/27/1996,Y,Y,Y,Y,Y,Y,82,95,99,96,70,74,93,99,96,98,96,92,99,53,35,64,62,44,90,201,40,201,32
377522,AGAPE HOME HEALTH AGENCY,207 S.W. C AVE,LAWTON,OK,73502,5803512273,PROPRIETARY,2/29/1996,Y,Y,Y,Y,N,Y,73,95,100,100,73,98,199,95,199,199,199,199,100,10,24,199,28,7,199,201,5,201,27
377524,"LIFELINE HOME HEALTH CARE, INC",1701 W IOWA,CHICKASHA,OK,73018,4052244891,PROPRIETARY,3/27/1996,Y,Y,Y,Y,Y,Y,96,94,99,100,85,85,100,96,98,84,96,99,99,68,66,73,70,59,98,201,52,201,30
377534,"EXCELL HOME CARE & HOSPICE, INC","1200 SW 104TH, SUITE D",OKLAHOMA CITY,OK,73139,4056310521,PROPRIETARY,6/24/1996,Y,Y,Y,Y,Y,Y,88,85,100,98,70,65,96,98,99,100,99,100,97,52,40,63,62,61,88,201,46,201,28
377538,REASSURANCE HOME HEALTH,"7512 N BROADWAY EXTENSION, SUITE 308 C",OKLAHOMA CITY,OK,73116,4056078155,PROPRIETARY,7/11/1996,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
377550,"GOLDEN AGE HOME HEALTH, INC",8801 S OLIE AVENUE,OKLAHOMA CITY,OK,73139,4056921255,PROPRIETARY,10/16/1996,Y,Y,Y,Y,Y,Y,87,75,99,100,81,73,80,99,90,199,82,100,100,71,68,79,71,64,96,201,52,201,25
377568,ASPIRE HOME CARE I,880 EAST MAIN,TISHOMINGO,OK,73460,5803712106,PROPRIETARY,1/24/1997,Y,Y,Y,Y,Y,Y,92,95,99,98,58,38,94,99,99,97,96,92,95,46,37,62,37,25,93,201,38,201,44
377569,"QUANTUM HEALTH CARE, INC","4202 SW LEE BLVD, BLDG. B, SUITE C",LAWTON,OK,73502,5802488481,PROPRIETARY,1/7/1997,Y,Y,Y,Y,Y,Y,92,70,100,99,76,71,93,96,96,100,92,81,86,54,43,63,59,65,199,201,42,201,35
377572,ENCOMPASS HOME HEALTH OF NORTHEAST OKLAHOMA,"5800 E SKELLY DRIVE, SUITE 1200",TULSA,OK,74114,9185241100,PROPRIETARY,1/29/1997,Y,Y,Y,Y,Y,Y,84,93,98,86,62,66,93,98,99,98,96,96,98,61,60,74,52,66,90,201,59,201,33
377574,VICTORY HOME HEALTH & HOSPICE,750 WEST MAIN STREET,TISHOMINGO,OK,73460,5803712002,PROPRIETARY,2/3/1997,Y,Y,Y,Y,Y,Y,99,96,100,100,85,84,92,99,99,100,96,99,95,55,48,64,66,61,81,201,41,201,40
377580,HOMETOWN HOME HEALTH,"4001 NORTH CLASSEN BLVD, STE 201",OKLAHOMA CITY,OK,73118,4058402184,PROPRIETARY,3/21/1997,Y,Y,Y,Y,Y,Y,89,96,98,97,77,80,94,97,100,100,97,98,95,45,52,55,54,41,94,201,29,201,44
377588,PROFESSIONAL HOME HEALTH,507 EAST REDWOOD,SALLISAW,OK,74955,9187769400,PROPRIETARY,4/7/1997,Y,Y,Y,Y,Y,Y,86,98,100,100,76,76,97,99,100,100,98,95,92,45,48,52,38,39,87,201,38,201,37
377589,HEALTHBACK OF ENID,409 EAST CHEROKEE,ENID,OK,73701,5802334217,PROPRIETARY,4/22/1997,Y,Y,Y,Y,Y,Y,81,90,98,93,72,71,87,99,95,100,88,94,99,53,45,63,67,55,98,201,46,201,36
377598,ADVANCED HOMECARE SERVICES,1101 LOOMIS ROAD,WEATHERFORD,OK,73096,5807721000,PROPRIETARY,6/10/1997,Y,Y,Y,Y,N,N,84,99,100,100,74,74,100,100,99,199,93,94,99,52,48,52,45,34,199,201,32,201,45
377602,TENDER CARE HOME HEALTHCARE,115 NORTH 9TH ST,CLINTON,OK,73601,5803233291,PROPRIETARY,7/3/1997,Y,Y,N,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
377604,LOVING CARE IN HOME HEALTH SERVICES,312 EAST CHERRY,NOBLE,OK,73068,4058721515,PROPRIETARY,7/6/1997,Y,Y,Y,Y,Y,Y,94,97,100,100,84,84,98,100,99,100,99,99,99,55,65,74,67,59,97,201,50,201,26
377614,21ST CENTURY HOME HEALTH,1421 NORTHWEST 150TH STREET,EDMOND,OK,73013,4053483459,PROPRIETARY,9/10/1997,Y,Y,Y,Y,Y,Y,80,80,100,100,72,73,91,100,83,96,77,98,96,50,30,46,38,31,199,201,49,201,42
377615,GREEN COUNTRY HOME HEALTH CARE,318 N MISSOURI,CLAREMORE,OK,74017,9183435720,PROPRIETARY,9/3/1997,Y,Y,Y,Y,Y,Y,93,199,81,20,0,0,199,37,199,199,199,100,33,199,199,199,199,199,199,201,199,201,43
377616,ADVANCED HOMECARE,914 E HIGHLAND AVE,PONCA CITY,OK,74601,5807659241,PROPRIETARY,9/5/1997,Y,Y,Y,Y,Y,N,79,97,100,100,49,38,92,98,96,199,93,95,100,38,29,35,56,32,199,201,15,201,36
377617,EMBERTON & CO HOME HEALTH LLC,710 E SHAWNTEL SMITH BLVD SUITE C,MULDROW,OK,74948,9184270999,PROPRIETARY,9/9/1997,Y,Y,N,N,N,Y,87,95,95,94,36,18,199,97,100,199,199,199,91,77,77,58,87,199,199,201,199,201,39
377619,ENTRUSTED HEARTS,9700 MASHBURN BLVD,OKLAHOMA CITY,OK,73162,4057202401,VOLUNTARY NON-PROFIT - CHURCH,11/20/1998,Y,Y,Y,Y,Y,Y,91,36,12,74,67,80,93,65,98,199,100,81,86,47,47,75,51,37,199,201,39,201,29
377622,SPARKS REG MEDICAL CENTER HOME HEALTH DEPT,307-B EAST RAY FINE BLVD,ROLAND,OK,74954,9184279773,VOLUNTARY NON-PROFIT - PRIVATE,4/1/1999,Y,Y,N,Y,N,Y,95,83,97,49,48,45,85,86,96,199,92,98,81,68,59,73,76,73,91,201,57,201,27
377623,"CORNERSTONE HEALTH CARE, INC",1409 SOUTH MUSKOGEE AVENUE,TAHLEQUAH,OK,74464,9184530040,PROPRIETARY,2/17/1999,Y,Y,Y,Y,Y,Y,88,66,100,94,76,71,93,98,98,199,199,74,88,60,66,67,61,59,199,201,56,201,46
377625,ALL FAITH HOMECARE,"817 NE 63RD, SUITE A",OKLAHOMA CITY,OK,73105,4052545240,PROPRIETARY,3/31/1999,Y,Y,Y,Y,Y,Y,70,38,100,94,66,74,199,100,199,199,199,199,94,57,36,79,48,62,199,201,199,201,34
377626,"S-Q SPECIALTIES, INC","2400 NORTH HEMLOCK CIRCLE, SUITE B",BROKEN ARROW,OK,74012,9182510070,PROPRIETARY,10/15/1999,Y,Y,Y,Y,Y,Y,89,98,98,99,77,30,97,99,100,199,99,100,98,43,44,64,68,68,96,201,25,201,28
377627,OKLAHOMA HEALTHCARE SOLUTIONS VII,69711 US HIGHWAY 259,SMITHVILLE,OK,74957,5802443488,PROPRIETARY,1/27/2000,Y,Y,Y,Y,N,Y,92,83,96,85,65,51,99,91,99,97,100,97,86,49,38,49,41,26,99,201,38,201,42
377628,"ELITE HOME CARE, L L C",6701 W HEFNER ROAD,OKLAHOMA CITY,OK,73162,4057522523,PROPRIETARY,1/26/2000,Y,Y,Y,Y,Y,Y,99,94,100,97,91,96,79,99,86,199,94,94,95,50,53,66,49,61,91,201,46,201,40
377629,OKLAHOMA HEALTHCARE SOLUTIONS V I I I,"315 E WYANDOTTE, STE B",MCALESTER,OK,74501,9184218822,PROPRIETARY,2/16/2000,Y,Y,Y,Y,N,Y,93,88,99,97,78,82,92,97,99,100,95,95,94,49,48,56,44,32,96,201,43,201,38
