ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing,Physical,Occupational Therapy,Speech Therapy,Medical Social,Home Health Aide,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
237451,MECOSTA COUNTY MEDICAL CENTER HOME HEALTH,"705 OAK STREET, SUITE 7",BIG RAPIDS,MI,49307,2317968691,State/County,9/1/00 0:00,Y,Y,Y,Y,Y,Y,100,60,93,96,75,59,85,94,95,86,80,92,79,53,71,75,65,72,92,201,57,201,25
237452,HOMECARE ALLIANCE INC.,"13700 MICHIGAN AVENUE, SUITE 200",DEARBORN,MI,48126,3135817760,Proprietary,10/19/00 0:00,Y,Y,Y,Y,Y,Y,61,84,100,99,73,56,100,99,100,199,199,96,92,44,58,70,69,70,79,201,44,201,30
237453,NEW CENTURY HOME HEALTH CARE,1387 EAST 12 MILE ROAD,MADISON HEIGHTS,MI,48071,2483989600,Proprietary,11/15/00 0:00,Y,Y,Y,Y,Y,Y,72,91,98,99,80,59,94,98,98,199,88,71,97,37,49,64,70,63,199,201,56,201,24
237454,BETHHAROLD HOME HEALTH CARE,15565 NORTHLAND DR.,SOUTHFIELD,MI,48075,2484233300,Proprietary,12/28/00 0:00,Y,Y,Y,Y,Y,Y,71,99,100,97,97,1,99,99,99,100,99,98,95,62,56,88,65,24,199,201,71,201,9
237456,FOCUS CARE HOME HEALTH,25354 EVERGREEN ROAD,SOUTHFIELD,MI,48075,2485691218,Proprietary,3/6/01 0:00,Y,Y,Y,Y,Y,Y,82,89,100,98,63,53,95,97,97,100,92,97,94,48,55,70,55,52,73,201,49,201,33
237457,"PREFERRED HOME CARE, INC","148 SOUTH MAIN STREET, SUITE 103C",MOUNT CLEMENS,MI,48043,5864935956,Proprietary,6/21/01 0:00,Y,Y,Y,Y,Y,Y,87,85,95,85,26,12,90,92,93,199,82,100,83,46,56,71,76,73,90,201,64,201,35
237458,FRIENDLY HOME HEALTH SERVICES,30757 GREENFIELD RD,SOUTHFIELD,MI,48076,2482036623,Proprietary,5/29/01 0:00,Y,Y,Y,Y,Y,Y,63,87,97,91,48,43,89,95,98,199,90,92,82,38,45,51,59,57,82,201,41,201,28
237459,RESIDENTIAL HOME HEALTH,30755 BARRINGTON,MADISON HEIGHTS,MI,48071,8669024000,Proprietary,7/6/01 0:00,Y,Y,Y,Y,Y,Y,74,87,41,54,56,52,74,89,92,98,73,81,96,59,60,80,67,69,78,201,53,201,29
237460,INTEGRITY HOME HEALTH CARE INC,850 STEPHENSON HWY,TROY,MI,48083,2483071012,Proprietary,10/9/01 0:00,Y,Y,Y,Y,Y,Y,79,83,97,94,57,41,94,98,99,199,98,96,88,48,52,63,77,71,88,201,49,201,33
237462,"SEASONS CHANGE HOME HEALTH CARE, INC",15  SOUTH MAIN,PIGEON,MI,48755,9894533128,Proprietary,11/16/01 0:00,Y,Y,Y,Y,Y,Y,84,88,94,94,59,62,199,94,100,199,199,100,90,49,32,51,35,39,62,201,33,201,30
237463,PRIORITY ONE HOME HEALTH,"21600 HARPER AVENUE, SUITE 200",SAINT CLAIR SHORES,MI,48080,5867767717,Proprietary,11/21/01 0:00,Y,Y,Y,Y,Y,Y,81,100,98,93,47,25,100,99,100,199,100,97,91,32,39,65,94,72,78,201,29,201,25
237464,CRYSTAL HOME HEALTHCARE,15819 SCHOOLCRAFT,DETROIT,MI,48227,3134934900,Proprietary,11/27/01 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,33,35,52,65,45,199,201,199,201,21
237465,"FIRST CHOICE HOME HEALTH, INC","33045 HAMILTON COURT, SUITE E210",FARMINGTON HILLS,MI,48334,2486154680,Proprietary,12/11/01 0:00,Y,Y,Y,Y,Y,Y,50,95,100,100,79,81,97,100,98,199,199,199,100,31,41,56,60,58,199,201,42,201,19
237466,NEW VISION HOME HEALTH CARE,21819 WEST 9 MILE ROAD,SOUTHFIELD,MI,48075,2483523352,Proprietary,12/5/01 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,62,70,76,75,70,199,201,53,201,37
237467,MAXICARE HOME HEALTH AGENCY,"31026 UTICA ROAD,  SUITE A",FRASER,MI,48026,8888222978,Proprietary,12/12/01 0:00,Y,Y,Y,Y,Y,Y,67,94,100,96,41,43,98,99,96,100,94,99,90,65,71,88,99,89,95,201,74,201,16
237468,"ACCREDITED HOME CARE, INC",27733 SCHOENHERR,WARREN,MI,48088,8104276640,Proprietary,2/15/02 0:00,Y,Y,Y,Y,Y,Y,80,90,99,91,65,82,96,97,98,199,96,94,92,46,45,64,61,54,199,201,48,201,27
237469,HORIZON HOME CARE,1001 GIESAU DRIVE,ONTONAGON,MI,49953,9068846092,Proprietary,5/14/02 0:00,Y,Y,Y,N,N,Y,78,98,83,92,49,53,199,86,100,199,199,96,91,55,57,70,61,64,85,201,28,201,37
237470,GENTLE CARE HOME HEALTH SERVIC,4192 DIX HIGHWAY,LINCOLN PARK,MI,48146,3139082957,Proprietary,5/24/02 0:00,Y,Y,Y,Y,Y,Y,72,199,100,0,199,199,199,100,199,199,199,100,100,199,199,199,199,199,199,201,199,201,45
237471,ALLEGIANCE HOME HEALTH CARE,"2040 CROOKS ROAD, SUITE B",TROY,MI,48084,2485190234,Proprietary,9/26/03 0:00,Y,Y,Y,Y,Y,Y,85,92,100,93,51,36,86,97,97,100,69,73,91,48,53,64,58,67,82,201,49,201,25
237472,"COMFORT CARE HOME HEALTH SERVICES, INC","28157 DEQUINDRE ROAD, SUITE 100",MADISON HEIGHTS,MI,48071,2485451350,Proprietary,8/9/02 0:00,Y,Y,Y,Y,Y,Y,77,82,100,86,59,33,199,93,95,199,199,199,98,39,47,65,61,55,199,201,47,201,21
237473,MOBILITY PLUS HOME HEALTH CARE,5701 CHICAGO ROAD,WARREN,MI,48093,5869789850,Proprietary,8/14/02 0:00,Y,Y,Y,Y,Y,Y,51,97,100,91,83,73,199,96,100,199,199,96,93,35,50,72,61,65,79,201,43,201,37
237474,PARRISH HOME HEALTHCARE,"3500 WEST ELEVEN MILE ROAD, SUITE B",BERKLEY,MI,48072,2485475778,Proprietary,10/7/02 0:00,Y,Y,Y,Y,Y,Y,94,87,97,98,40,35,97,97,99,199,92,100,92,26,33,52,53,43,91,201,41,201,41
237475,TRIUMPH HOME HEALTH CARE INC,19900 FARMINGTON ROAD,LIVONIA,MI,48152,2484269714,Proprietary,10/11/02 0:00,Y,Y,Y,Y,Y,Y,69,97,95,99,76,69,92,100,99,100,92,98,96,46,58,71,78,66,85,201,44,201,30
237476,UNIVERSAL HOME HEALTH CARE,"24315 NORTHWESTERN HIGHWAY, SUITE 226",SOUTHFIELD,MI,48075,2484230236,Proprietary,10/15/02 0:00,Y,Y,Y,Y,Y,Y,58,98,98,87,72,72,99,93,100,97,97,92,80,38,53,72,76,63,89,201,50,201,28
237477,"REGENT HOME CARE, INC","18977 WEST 10 MILE RD, SUITE 201",SOUTHFIELD,MI,48075,2483950301,Proprietary,10/22/02 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,43,61,84,79,80,199,201,49,201,13
237478,CAMP HOME HEALTH SERVICES INC,8055 INDEPENDENCE DRIVE,STERLING HTS,MI,48313,5869777953,Proprietary,12/16/02 0:00,Y,Y,Y,N,Y,Y,65,80,100,99,31,15,94,98,98,199,77,91,96,41,42,57,72,59,199,201,52,201,27
237480,DIVINITY HOME CARE,2107 E 14 MILE ROAD,STERLING HEIGHTS,MI,48310,5869782359,Proprietary,2/4/03 0:00,Y,Y,Y,Y,Y,Y,94,92,100,96,71,62,92,98,100,199,100,93,90,49,46,66,66,64,199,201,45,201,35
237481,GENESIS HOME CARE,16910 W TEN MILE,SOUTHFIELD,MI,48075,2484249020,Proprietary,12/20/02 0:00,Y,Y,Y,Y,Y,Y,90,93,100,50,62,44,96,99,99,199,89,93,44,44,71,76,87,71,199,201,64,201,22
237482,QUALITY HOME HEALTH CARE SERVI,23800 WEST TEN MILE ROAD,SOUTHFIELD,MI,48034,2483500014,Proprietary,3/12/03 0:00,Y,Y,Y,N,Y,N,54,97,100,96,43,29,98,97,93,199,199,93,100,48,48,63,77,71,199,201,46,201,25
237483,FOUNDATION FOR BEHAVIORAL RESOURCES,600 S LINCOLN STREET,AUGUSTA,MI,49012,2697315775,Proprietary,3/24/03 0:00,Y,Y,Y,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
237484,"ALLIED HOME CARE SERVICES, INC",2379 DIX ROAD,LINCOLN PARK,MI,48146,3139282242,Proprietary,5/15/03 0:00,Y,Y,Y,Y,Y,Y,82,94,93,82,199,48,199,88,97,199,100,96,85,40,65,78,87,80,199,201,199,201,30
237485,HEALTH WISE HOME HEALTH CARE,"23100  PROVIDENCE DRIVE, SUITE 151",SOUTHFIELD,MI,48075,2485699473,Proprietary,6/24/03 0:00,Y,Y,Y,Y,Y,Y,80,81,100,100,83,81,94,100,100,199,99,99,99,54,63,70,60,63,85,201,57,201,23
237486,"ACURE HOME CARE, INC","130 TOWN CENTER DRIVE, SUITE 207",TROY,MI,48084,2489685400,Proprietary,7/24/03 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,24,31,50,54,40,199,201,38,201,17
237488,"PROFESSIONAL HOME CARE, INC",2920 OAKWOOD BLVD,MELVINDALE,MI,48122,3132949220,Proprietary,9/12/03 0:00,Y,Y,Y,Y,Y,Y,97,100,100,100,93,100,199,97,199,199,199,199,100,50,66,60,99,83,199,201,46,201,37
237489,"FIRST HOME HEALTH CARE, INC","21700 NORTHWESTERN HIGHWAY, SUITE 680",SOUTHFIELD,MI,48075,2485595661,Proprietary,9/30/03 0:00,Y,Y,Y,Y,Y,Y,85,81,100,80,58,50,70,98,98,199,199,199,93,48,64,79,70,77,199,201,58,201,25
237490,PRECISE HOME CARE SERVICES,11OOO WEST MCNICHOLS,DETROIT,MI,48221,3138649919,Proprietary,9/30/03 0:00,Y,Y,Y,Y,Y,Y,65,75,96,96,75,84,96,97,95,199,90,96,96,46,50,59,53,55,70,201,33,201,33
237491,"AMERICAN COMMUNITY HOME CARE SERVICES, INC",27190 DEQUINDRE,WARREN,MI,48092,2485442908,Proprietary,8/28/03 0:00,Y,Y,Y,Y,Y,Y,79,90,100,96,83,81,199,96,100,199,199,199,100,39,52,65,77,80,199,201,59,201,32
237492,"CHOICE ONE HOME HEALTH CARE, INC","8750 TELEGRAPH ROAD, SUITE 306",TAYLOR,MI,48180,3132955911,Proprietary,9/17/03 0:00,Y,Y,Y,Y,Y,Y,88,91,98,100,100,98,199,100,100,199,97,77,92,30,21,65,52,54,199,201,52,201,40
237493,"DIAMOND HOME HEALTH SERVICES, INC","17700 NORTHLAND PARK COURT, SUITE 1C",SOUTHFIELD,MI,48075,2485697900,Proprietary,10/16/03 0:00,Y,Y,Y,Y,Y,Y,70,86,100,99,69,38,93,99,100,199,199,199,93,34,43,62,67,74,199,201,61,201,26
237495,HOMETOWN HOME HEALTH CARE,"1330 IMLAY CITY ROAD, SUITE B",LAPEER,MI,48446,8102453300,Proprietary,11/24/03 0:00,Y,Y,Y,Y,Y,Y,54,74,86,21,72,68,46,70,82,97,66,60,75,46,59,62,73,81,100,201,43,201,37
237496,"HOME CARE OF AMERICA, INC","31201 SOUTH CHICAGO ROAD, SUITE B202",WARREN,MI,48093,5864382100,Proprietary,12/5/03 0:00,Y,Y,Y,Y,Y,Y,70,97,99,100,73,71,97,99,99,199,98,98,97,42,58,66,70,61,199,201,46,201,20
237498,"COMMUNITY HOME HEALTH CARE, INC",25106 WEST SIX MILE ROAD,REDFORD,MI,48240,3132998800,Proprietary,11/14/03 0:00,Y,Y,Y,Y,Y,Y,100,94,98,96,81,79,95,99,100,199,98,97,99,64,73,80,78,78,199,201,62,201,24
237499,SUNSET HOME SERVICES,725 BALDWIN STREET,JENISON,MI,49428,6166674663,Private,11/25/03 0:00,Y,Y,Y,Y,Y,Y,93,75,99,95,83,76,83,98,87,199,92,88,97,36,43,56,58,66,76,201,34,201,28
237500,LIFE TOUCH HOME CARE,"5900 NORTH LILLEY ROAD, SUITE 104",CANTON,MI,48187,7348442100,Proprietary,12/22/03 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,42,49,58,62,64,199,201,60,201,27
237501,"HERITAGE HOME CARE, INC","3600 TELEGRAPH ROAD, SUITE 2395",BINGHAM FARMS,MI,48025,2485940050,Proprietary,1/15/04 0:00,Y,Y,Y,Y,Y,Y,100,100,100,100,100,100,199,98,199,199,199,199,100,52,74,56,95,77,199,201,57,201,37
237502,"AFFINITY HOME CARE, L L C",28905 UTICA ROAD,ROSEVILLE,MI,48066,5864980068,Proprietary,11/26/03 0:00,Y,Y,Y,Y,Y,Y,86,95,99,28,60,73,88,95,100,199,93,90,87,35,40,65,68,60,87,201,41,201,20
237503,"EXCEPTIONAL HOME HEALTH CARE, INC","15565 NORTHLAND DRIVE, SUITE 306 WEST",SOUTHFIELD,MI,48075,2485570700,Proprietary,1/14/04 0:00,Y,Y,Y,Y,Y,Y,58,95,98,84,71,54,100,96,100,199,95,100,95,46,48,75,63,64,199,201,56,201,18
237504,"OPTIMAL CARE, INC","30600 TELEGRAPH ROAD, SUITE 3275",BINGHAM FARMS,MI,48025,2487239613,Proprietary,2/25/04 0:00,Y,Y,Y,Y,Y,Y,95,86,96,94,87,80,90,91,97,100,93,95,72,49,51,66,61,65,199,201,43,201,28
237505,"LIFE LINE HOME HEALTH, INC",4700 GREENFIELD ROAD,DEARBORN,MI,48126,3135817200,Proprietary,2/11/04 0:00,Y,Y,Y,Y,Y,Y,72,96,99,98,24,24,98,99,100,199,100,98,100,31,39,49,52,53,98,201,29,201,34
237506,"LIFELINK HOME HEALTH CARE SERVICES, INC","11885 12 MILE ROAD, SUITE 100B",WARREN,MI,48093,5865589112,Proprietary,2/6/04 0:00,Y,Y,Y,Y,Y,Y,85,100,98,100,77,94,199,100,100,199,199,199,96,48,62,75,77,74,199,201,60,201,38
237507,"CLASSIC HOME CARE, INC","409 PLYMOUTH ROAD, SUITE 195",PLYMOUTH,MI,48170,7342540076,Proprietary,2/5/04 0:00,Y,Y,Y,Y,Y,Y,92,95,99,97,85,88,95,100,98,199,95,97,100,33,50,55,61,38,199,201,22,201,40
237509,"FIRST CARE INTEGRATED HEALTH SERVICES, INC","28043 HOOVER ROAD, SUITE B-1",WARREN,MI,48093,5865588089,Proprietary,3/22/04 0:00,Y,Y,Y,Y,Y,Y,91,94,99,96,64,60,98,99,97,199,89,85,94,44,63,80,74,51,199,201,58,201,22
237510,"PINNACLE HOME HEALTH CARE, INC",25786 COMMERCE DRIVE,MADISON HEIGHTS,MI,48071,2485910265,Proprietary,3/26/04 0:00,Y,Y,Y,Y,Y,Y,39,75,96,90,26,15,87,94,90,100,95,93,96,34,38,51,61,54,199,201,35,201,23
237511,"24-SEVEN HOME HEALTH CARE SERVICES, INC","15565 NORTHLAND DRIVE, SUITE 806W",SOUTHFIELD,MI,48075,2483950060,Proprietary,3/29/04 0:00,Y,Y,Y,Y,Y,Y,76,80,100,95,38,29,92,96,91,199,90,95,89,31,44,51,57,54,199,201,43,201,25
237514,"ULTIMACARE HOME HEALTH, INC","17515 WEST NINE MILE ROAD, SUITE 200",SOUTHFIELD,MI,48075,2485699622,Proprietary,5/18/04 0:00,Y,Y,Y,Y,Y,Y,93,95,199,93,80,92,199,100,100,199,199,199,97,32,24,42,35,53,52,201,41,201,37
237515,"MICHIGAN HOME HEALTH SERVICES, INC",23030 MOONEY,FARMINGTON,MI,48336,2484716202,Proprietary,8/13/04 0:00,Y,Y,Y,Y,Y,Y,71,83,100,94,28,31,86,99,99,199,89,97,90,39,52,56,60,29,199,201,50,201,28
237516,FRIMAN HOME HEALTH SERVICES,"42000 KOPPERNICK ROAD, SUITE A-7",CANTON,MI,48187,7349750755,Proprietary,4/27/04 0:00,Y,Y,Y,Y,Y,Y,72,87,100,64,31,21,199,97,199,199,199,199,50,42,32,68,44,60,199,201,199,201,34
237517,"OMED HOME HEALTHCARE, INC","17070 WEST 12 MILE ROAD, SUITE D",SOUTHFIELD,MI,48076,2485599001,Proprietary,5/28/04 0:00,Y,Y,Y,Y,Y,Y,65,99,99,100,72,35,95,100,100,100,92,95,100,37,45,66,62,48,199,201,40,201,27
237518,MIRACLE HOME CARE,"30555 SOUTHFIELD ROAD, SUITE 170",SOUTHFIELD,MI,48076,2485939908,Proprietary,6/1/04 0:00,Y,Y,Y,Y,Y,Y,91,92,98,100,72,66,97,99,100,199,96,94,99,50,51,68,81,67,199,201,40,201,17
237519,"QUALITY HOME HEALTH SERVICES, INC",25418 GODDARD ROAD,TAYLOR,MI,48180,3133573570,Proprietary,5/12/04 0:00,Y,Y,Y,Y,Y,Y,69,85,199,96,199,81,199,96,199,199,199,199,92,32,17,44,34,42,199,201,199,201,38
237520,"TRI-COUNTY HOMECARE, L L C","660 WOODWARD AVENUE, SUITE 1057",DETROIT,MI,48226,3139626946,Proprietary,5/26/04 0:00,Y,Y,Y,Y,Y,Y,83,83,100,95,70,67,70,100,74,199,199,85,97,51,65,74,61,72,199,201,57,201,19
237521,CONCEPT ONE HOME HEALTH CARE P C,"30700 TELEGRAPH ROAD, SUITE 1515",BINGHAM FARMS,MI,48025,2489055478,Proprietary,7/9/04 0:00,Y,Y,Y,Y,Y,Y,74,88,98,84,73,55,84,94,96,91,100,97,87,49,45,66,70,61,99,201,41,201,30
237522,"GOODWILL HOME CARE SERVICES, L L C",31115 DEQUINDRE ROAD,MADISON HEIGHTS,MI,48071,2483071773,Proprietary,8/24/04 0:00,Y,Y,Y,Y,Y,Y,81,85,90,50,30,38,199,87,100,199,199,199,66,44,50,56,87,53,199,201,30,201,29
237525,"ROYALE HOME HEALTH CARE, INC",18977 WEST TEN MILE ROAD,SOUTHFIELD,MI,48075,2483953746,Proprietary,9/20/04 0:00,Y,Y,Y,Y,Y,Y,87,58,100,78,20,17,199,100,100,199,199,29,97,47,67,81,95,80,199,201,66,201,15
237526,"CARING CHOICE NETWORK, INC","1911 WEST TEN MILE ROAD, SUITE 159",SOUTHFIELD,MI,48075,2483567525,Proprietary,6/14/04 0:00,Y,Y,Y,Y,Y,Y,84,100,100,98,78,61,199,98,100,199,100,100,100,59,73,83,88,70,83,201,50,201,16
237527,"AMBER HOME HEALTH CARE, INC","2021 MONROE STREET, SUITE 306",DEARBORN,MI,48124,3137308500,Proprietary,2/7/04 0:00,Y,N,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,56,67,77,59,54,199,201,30,201,24
237528,"PLATINUM CARE HOME SERVICES, INC","38721 MOUND ROAD, SUITE 800",ST HEIGHTS,MI,48310,5862682628,Proprietary,7/9/04 0:00,Y,Y,Y,Y,Y,Y,70,50,100,49,86,81,88,95,99,100,92,90,95,55,65,77,75,66,99,201,39,201,29
237529,"DIAMOND HOME HEALTH CARE, INC",851 PENNIMAN AVENUE,PLYMOUTH,MI,48170,8664143447,Proprietary,10/4/04 0:00,Y,Y,Y,Y,Y,Y,80,83,94,99,70,71,79,99,97,199,84,92,90,41,60,63,65,65,90,201,36,201,29
237530,"SOUTHWEST MICHIGAN HOME CARE SERVICES, INC",6633 RED ARROW HWY,COLOMA,MI,49038,2694687142,Proprietary,10/4/04 0:00,Y,Y,Y,Y,Y,Y,65,100,100,98,80,78,100,100,99,199,100,100,98,44,52,57,41,39,199,201,28,201,35
237531,COMPREHENSIVE HOME HEALTH CARE INC,"4241 MAPLE STREET, SUITE 100",DEARBORN,MI,48126,3135827600,Proprietary,7/30/04 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,49,64,63,50,65,199,201,36,201,24
237532,"INFINITY HOME HEALTH CARE, INC","17330 NORTHLAND PARK COURT, SUITE 203",SOUTHFIELD,MI,48075,2483958504,Proprietary,6/17/04 0:00,Y,Y,Y,Y,Y,Y,45,88,100,93,76,60,199,98,96,199,199,95,95,36,53,57,69,38,199,201,43,201,38
237533,"U S HOME HEALTH CARE, INC","3800 WOODWARD AVENUE, SUITE 410",DETROIT,MI,48201,3139939000,Proprietary,8/25/04 0:00,Y,Y,Y,Y,Y,Y,57,90,100,100,58,44,95,99,99,199,90,97,100,40,59,71,61,62,199,201,44,201,26
237534,"OLDER ADULT HOME CARE SERVICES, INC",3954 DIX HIGHWAY,LINCOLN PARK,MI,48146,3132912782,Proprietary,10/26/04 0:00,Y,Y,Y,Y,Y,Y,79,98,100,55,73,68,97,95,99,199,100,99,99,44,46,74,81,51,199,201,38,201,18
237535,"HERITAGE HOME HEALTH CARE, INC","28050 SOUTHFIELD ROAD, SUITE 200",LATHRUP VILLAGE,MI,48076,2485570824,Proprietary,10/15/04 0:00,Y,Y,N,N,Y,Y,89,91,100,100,41,19,199,95,100,199,199,199,78,42,48,53,78,45,199,201,38,201,46
237536,"ABBORE CARE, INC","23999 NORTHWESTERN HIGHWAY, SUITE 200",SOUTHFIELD,MI,48075,2485691040,Proprietary,9/24/04 0:00,Y,Y,Y,Y,Y,Y,55,78,199,90,39,41,199,100,95,199,199,91,59,55,56,52,68,58,199,201,42,201,16
237537,"FLAGSTAR HOME HEALTH SERVICES, INC","27427 SCHOENHERR ROAD, SUITE 400",WARREN,MI,48088,5864978600,Proprietary,8/5/04 0:00,Y,Y,Y,Y,Y,Y,66,91,97,98,57,52,76,98,95,199,86,95,96,51,53,67,66,51,92,201,56,201,30
237538,"SILAS HOME CARE, INC","32500 CONCORD DRIVE, SUITE 343",MADISON HEIGHTS,MI,48071,2485880512,Proprietary,9/23/04 0:00,Y,Y,Y,Y,Y,Y,34,78,100,91,65,60,199,93,79,199,199,199,85,49,52,50,50,49,199,201,32,201,34
237539,"MOONLITE HOME HEALTH SERVICES, INC",25941 WEST SIX MILE ROAD,REDFORD,MI,48240,3135389520,Proprietary,11/17/04 0:00,Y,Y,Y,Y,Y,Y,86,72,100,100,77,64,96,100,100,199,199,199,96,56,62,83,96,78,199,201,75,201,27
237540,INNOVATIVE SENIOR CARE HOME HEALTH,"36550 GRAND RIVER AVENUE, SUITE 616",FARMINGTON,MI,48335,2486150852,Proprietary,11/24/04 0:00,Y,Y,Y,Y,Y,Y,80,95,97,94,79,76,95,96,96,199,97,94,98,37,35,50,62,44,199,201,26,201,20
237541,"ELITE HOME HEALTH CARE, INC","2127 UNIVERSITY PARK DRIVE, SUITE 300",OKEMOS,MI,48864,5173474200,Proprietary,11/15/04 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,44,43,60,66,59,199,201,26,201,20
237542,"ALPHA HOME HEALTHCARE, INC","4245  BEECH DALY ROAD, SUITE B",DEARBORN HEIGHTS,MI,48125,3135658000,Proprietary,11/26/04 0:00,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,199,199,199,199,199,199,201,199,201,25
237543,"LIBERTY HOME CARE, INC","18506 TELEGRAPH ROAD, SUITE B1",BROWNSTOWN,MI,48174,7349427660,Proprietary,11/21/04 0:00,Y,Y,Y,Y,Y,Y,90,80,93,62,79,60,199,100,97,199,199,199,80,57,65,66,70,82,199,201,51,201,25
237544,"PROFESSIONAL HOME HEALTH CARE, INC","5860 NORTH CANTON CENTER ROAD, SUITE 387",CANTON,MI,48187,7342878101,Proprietary,12/28/04 0:00,Y,Y,Y,Y,Y,Y,99,93,100,100,97,94,199,100,100,199,96,91,99,65,69,93,82,74,199,201,64,201,9
237545,CARE ORIGIN,30700 TELEGRAPH ROAD,BINGHAM FARMS,MI,48025,2487121100,Proprietary,1/7/05 0:00,Y,Y,Y,Y,Y,Y,89,100,100,98,91,87,199,100,100,199,199,199,100,52,64,76,77,78,81,201,52,201,31
237546,"NORTHWEST HOME HEALTH SERVICES, INC","28800 EIGHT MILE ROAD, SUITE 110",FARMINGTON,MI,48336,2484770890,Proprietary,12/8/04 0:00,Y,Y,Y,Y,Y,Y,69,100,100,97,64,51,100,100,100,199,100,97,99,57,62,81,69,72,199,201,60,201,27
237547,"OAKLAND HOME CARE, L L C","7125 ORCHARD LAKE ROAD, SUITE 304",W BLOOMFIELD,MI,48322,2488659418,Proprietary,11/17/04 0:00,Y,Y,Y,Y,Y,Y,25,65,96,95,89,61,199,93,91,199,199,91,100,45,59,54,71,55,199,201,23,201,35
237548,ACE HOME HEALTH CARE,112 EDGERTON PO BOX 499,HOWARD CITY,MI,49329,2319374514,Proprietary,2/1/05 0:00,Y,Y,Y,Y,Y,Y,85,74,99,97,54,55,80,97,90,199,63,67,96,38,50,57,56,69,82,201,28,201,34
237549,"AMERICANS HOME HEALTH CARE, INC","2575 NORTH MCLEOD DRIVE, SUITE C",SAGINAW,MI,48604,9897917951,Proprietary,1/26/05 0:00,Y,Y,Y,Y,Y,Y,77,92,97,100,61,52,85,98,98,199,95,97,99,56,50,68,72,61,83,201,46,201,35
237550,HAPPY HOME CARE INC,"820 LESTER AVENUE, SUITE B-11",SAINT JOE,MI,49085,2695569910,Proprietary,2/8/05 0:00,Y,Y,Y,Y,Y,Y,71,81,97,90,47,64,96,97,100,199,100,98,97,45,53,71,63,65,199,201,36,201,25
237551,"A-1 INTERNATIONAL HOMECARE, INC",42217 EAST ANN ARBOR ROAD,PLYMOUTH,MI,48170,7344593758,Proprietary,2/10/05 0:00,Y,Y,Y,Y,Y,Y,73,94,96,92,24,18,88,84,96,199,199,199,78,48,55,68,72,76,81,201,44,201,32
237552,A PLUS HOME HEALTH CARE,18161 WEST 12 MILE ROAD,LATHRUP VILLAGE,MI,48076,2484430053,Proprietary,2/8/05 0:00,Y,Y,Y,Y,Y,Y,46,85,96,31,33,22,80,96,97,199,55,83,70,54,62,75,76,69,199,201,50,201,26
237554,"HELPING HAND HOME HEALTHCARE, L L C",G-8305 SOUTH SAGINAW,GR BLANC,MI,48439,8106061946,Proprietary,3/1/05 0:00,Y,Y,Y,Y,Y,Y,80,75,99,92,76,80,89,93,98,199,93,90,92,42,60,67,69,63,93,201,41,201,29
237555,"CARENET HOMECARE SERVICES, INC","23155 NORTHWESTERN HIGHWAY, SUITE 403",SOUTHFIELD,MI,48075,2483552333,Proprietary,12/22/04 0:00,Y,Y,Y,Y,Y,Y,17,79,98,99,89,81,95,100,98,199,96,97,90,37,55,52,32,45,199,201,32,201,24
