"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients who get better at getting to and from the toilet","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who get better at getting dressed","Percentage of patients who stay the same (don't get worse) at bathing","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who are confused less often"
"058167","HEALTH CARE SOLUTIONS SERVICES, INC","271 E IMPERIAL HWY, #641","FULLERTON","CA","92835","7144560630","Proprietary",3/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"677285","HEALTH CARE UNLIMITED INC","522 EAST DOVE","MCALLEN","TX","78504","9569949911","Proprietary",12/7/1990 0:00:00,"Y","Y","N","Y","Y","Y",33,41,45,53,52,38,47,95,23,13,36
"037206","HEALTH CORE HOME CARE","6601 EAST GRANT ROAD","TUCSON","AZ","85715","5208866620","Proprietary",1/14/1997 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"117012","HEALTH DEPT HOME CARE SERV JES","261 WEST PLUM STREET","JESUP","GA","31545","9124278051","Government - State/County",3/5/1968 0:00:00,"Y","Y","Y","Y","Y","Y",34,42,58,49,56,35,57,91,38,21,38
"107233","HEALTH FIRST HOME CARE","200 SOUTH COURTENAY PARKWAY","MERRITT ISLAND","FL","32952","3214345909","Voluntary Non Profit - Private",3/18/1987 0:00:00,"Y","Y","Y","Y","Y","Y",38,53,64,56,62,37,64,93,25,20,32
"459392","HEALTH FORCE HOME HEALTH CARE","1501 N DELEON STREET SUITE A","VICTORIA","TX","77901","3615820602","Proprietary",8/21/1997 0:00:00,"Y","Y","Y","Y","Y","Y",39,62,59,56,62,35,58,94,40,21,46
"157243","HEALTH FORCE OF INDIANA","801 A PARK AVE","WINONA LAKE","IN","46590","5742697776","Proprietary",1/7/1993 0:00:00,"Y","Y","Y","Y","Y","Y",30,31,69,53,57,34,68,93,27,25,39
"067090","HEALTH IN HOME NURSING","1756 HIGH STREET","DENVER","CO","80215","3033776657","Proprietary",6/9/1983 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,199,40,20,199
"367591","HEALTH MANAGEMENT NURSING SERV","307 STATE STREET PO BOX 1042","PROCTORVILLE","OH","45669","7408869031","Proprietary",8/2/1994 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,32,32,199
"679041","HEALTH MASTERS HOMECARE INC","2932 HEMPHILL","FORT WORTH","TX","76110","8179279550","Proprietary",5/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",39,63,199,58,66,38,67,89,37,47,199
"107650","HEALTH MED HOME CARE INC","2760 SW 97 AVENUE","MIAMI","FL","33165","3052620013","Proprietary",6/13/2001 0:00:00,"Y","Y","N","N","Y","Y",33,45,52,57,60,28,53,92,34,5,32
"397259","HEALTH PERSONNEL INC","1110 CHARTIERS AVE","MCKEES ROCKS","PA","15136","4123311042","Proprietary",9/4/1984 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,56,55,199
"678166","HEALTH PRIORITY HOME CARE INC","12075 BEAMER ROAD","HOUSTON","TX","77089","2814812974","Proprietary",3/27/1996 0:00:00,"Y","Y","Y","Y","Y","Y",29,37,39,54,55,33,58,94,39,38,32
"679218","HEALTH QUEST HOME HEALTH INC","2806 LAWING LANE SUITE A","ROWLETT","TX","75088","9724121540","Proprietary",2/4/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"427076","HEALTH RELATED HOME CARE","105 COURT SQUARE","ABBEVILLE","SC","29620","8642293200","Voluntary Non Profit - Other",2/1/1996 0:00:00,"Y","Y","Y","Y","Y","Y",36,47,62,67,52,35,63,86,40,23,38
"367730","HEALTH SERVICES CONNECTION","615 FRONT STREET, SUITE J","TOLEDO","OH","43605","4196988733","Proprietary",4/9/1997 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,95,35,36,199
"017033","HEALTH SERVICES EAST INC","7916 SECOND AVENUE SOUTH","BIRMINGHAM","AL","35206","2058385730","Voluntary Non Profit - Private",10/24/1979 0:00:00,"Y","Y","Y","Y","Y","Y",31,58,67,57,64,38,67,87,21,20,65
"167101","HEALTH SERVICES OF LYON COUNTY","803 SOUTH GREENE STREET","ROCK RAPIDS","IA","51246","7124724081","Government - Local",2/23/1979 0:00:00,"Y","Y","N","N","N","Y",29,199,199,55,65,199,199,94,30,29,199
"677066","HEALTH TOUCH SERVICES","10710 SOUTH SAM HOUSTON PKWY  W STE  350","HOUSTON","TX","77031","7132710800","Proprietary",10/22/1986 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"237170","HEALTH WARES INC","1367 W MAIN  PO BOX 1211","GAYLORD","MI","49735","5177327070","Proprietary",12/6/1984 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679271","HEALTH WATCH PROFESSIONALS LLP","9319 LBJ FREEWAY SUITE 205","DALLAS","TX","75243","9727927770","Proprietary",5/20/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"467106","HEALTH WATCH PROVO INC","925 WEST 325 NORTH","LINDON","UT","84042","8012250599","Proprietary",10/15/1996 0:00:00,"Y","Y","Y","Y","Y","Y",44,69,72,57,72,41,74,93,28,20,39
"237485","HEALTH WISE HOME HEALTH CARE","23100  PROVIDENCE DRIVE","SOUTHFIELD","MI","48075","2485699473","Proprietary",6/24/2003 0:00:00,"Y","N","N","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"377238","HEALTHBACK OF CHICKASHA","420 SOUTH 22ND","CHICKASHA","OK","73018","4052243366","Proprietary",6/18/1993 0:00:00,"Y","Y","Y","Y","Y","Y",44,70,84,82,75,28,71,95,22,23,199
"377589","HEALTHBACK OF ENID","924 WEST WILLOW ROAD","ENID","OK","73701","5802334217","Proprietary",4/22/1997 0:00:00,"Y","Y","Y","Y","Y","Y",40,57,56,57,62,31,61,95,39,30,35
"377203","HEALTHBACK OF LAWTON","1002 W GORE BLVD","LAWTON","OK","73507","5803510400","Proprietary",10/26/1992 0:00:00,"Y","Y","Y","Y","Y","Y",28,38,46,44,50,31,53,95,39,26,18
"377031","HEALTHBACK OF MCALESTER","1029 EAST WASHINGTON, SUITE 102","MCALESTER","OK","74501","9184232034","Proprietary",8/1/1982 0:00:00,"Y","Y","N","N","Y","Y",29,34,52,36,43,27,49,95,39,17,12
"377520","HEALTHBACK OF PURCELL","1933 NORTH GREEN","PURCELL","OK","73080","4055276183","Government - Local",2/27/1996 0:00:00,"Y","Y","Y","Y","Y","Y",28,30,55,41,50,31,54,95,43,26,21
"377215","HEALTHBACK OF TULSA","9902 E. 43RD STREET","TULSA","OK","74146","9186658909","Proprietary",1/15/1993 0:00:00,"Y","Y","Y","Y","Y","Y",32,40,65,37,55,23,47,95,37,24,21
"377633","HEALTHCARE INNOVATIONS OF OK","WEST HIGHWAY 70","BOSWELL","OK","74727","5805661190","Proprietary",2/15/2001 0:00:00,"Y","Y","Y","Y","N","Y",42,44,42,50,55,47,52,95,42,38,32
"377656","HEALTHCARE INNOVATIONS OF WESTERN OKLAHOMA","2221 IOWA AVE, SUITE A","CHICKASHA","OK","73018","4052249500","Proprietary",3/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"147738","HEALTHCARE PLUS CORPORATION","1246 WEST NORTHWEST HIGHWAY","PALATINE","IL","60067","8477760800","Proprietary",7/1/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"247166","HEALTHEAST HOME CARE","1700 UNIVERSITY AVENUE","ST PAUL","MN","55104","6512322800","Proprietary",6/5/1984 0:00:00,"Y","Y","Y","Y","Y","Y",29,41,64,46,61,36,65,91,25,18,43
"117027","HEALTHFIELD HOME HEALTH","6600 POWERS FERRY RD","ATLANTA","GA","30339","7709516100","Proprietary",12/11/1975 0:00:00,"Y","Y","Y","Y","Y","Y",38,60,69,60,60,42,65,89,26,20,57
"267464","HEALTHFORCE","2032 EAST KEARNEY SUITE 202","SPRINGFIELD","MO","65803","4178644622","Proprietary",11/3/1994 0:00:00,"Y","Y","Y","Y","N","Y",11,199,199,34,44,18,199,95,30,5,21
"347231","HEALTHKEEPERZ","509 WEST THIRD STREET","PEMBROKE","NC","28372","9105220010","Proprietary",2/7/2000 0:00:00,"Y","Y","Y","Y","Y","Y",35,54,55,69,52,25,60,92,31,20,30
"347061","HEALTHKEEPERZ","507 WEST COVINGTON STREET","LAURINBURG","NC","28352","9102772484","Proprietary",5/20/1974 0:00:00,"Y","Y","Y","Y","Y","Y",31,49,59,65,48,25,60,90,26,27,36
"247183","HEALTHLINE HOMECARE","MESABI MALL  1101 EAST 37TH ST","HIBBING","MN","55746","2182626982","Proprietary",10/31/1984 0:00:00,"Y","Y","Y","Y","Y","Y",25,28,57,51,46,28,59,91,37,34,27
"107452","HEALTHMARK HOME HEALTH AGENCY","4413 US HIGHWAY 331 SOUTH","DEFUNIAK SPRINGS","FL","32435","8508927052","Proprietary",11/30/1992 0:00:00,"Y","Y","Y","Y","Y","Y",38,50,71,55,63,29,65,88,26,17,36
"157262","HEALTHMASTERS INC","7779 E RIDGE ROAD, SUITE A","HOBART","IN","46342","2199473530","Proprietary",10/21/1993 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"207021","HEALTHREACH HOMECARE","8 HIGHWOOD ST","WATERVILLE","ME","04903","2078613400","Voluntary Non Profit - Private",9/28/1967 0:00:00,"Y","Y","Y","Y","Y","Y",28,45,58,53,53,30,57,89,32,22,37
"678376","HEALTHSOURCE HOME CARE INC","2616 SOUTH LOOP WEST  SUITE  601","HOUSTON","TX","77054","7135925364","Proprietary",8/9/1996 0:00:00,"Y","Y","Y","Y","Y","Y",29,28,51,73,34,40,36,85,31,5,28
"467077","HEALTHSOUTH HOME CARE","8074 SOUTH 1300 EAST","SANDY","UT","84094","8015656687","Proprietary",4/13/1994 0:00:00,"Y","Y","Y","Y","Y","Y",49,49,68,57,69,38,80,95,22,20,46
"297102","HEALTHSOUTH HOME HEALTH OF HEN","10301 JEFFREYS STREET","HENDERSON","NV","89052","7029399400","Proprietary",2/27/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"447240","HEALTHSPAN SPECIALIZED NURSING","525 N STATE OF FRANKLIN RD","JOHNSON CITY","TN","37604","4239287898","Proprietary",12/7/1983 0:00:00,"Y","Y","Y","Y","Y","Y",17,30,199,36,34,199,199,95,42,14,199
"247118","HEALTHSTAR HOME HEALTH AGENCY","901 NINTH STREET NORTH","VIRGINIA","MN","55792","2187499410","Proprietary",9/17/1982 0:00:00,"Y","Y","Y","Y","Y","Y",17,25,199,34,38,16,53,93,35,25,19
"679202","HEALTHSTAR MEDICAL SERVICES","8344 EAST RL THORNTON FREEWAY SUITE 210","DALLAS","TX","75228","2143203730","Proprietary",12/23/2002 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"507090","HEALTHTEAM NORTHWEST","2525 220TH ST SE SUITE 200","BOTHELL","WA","98021","4254824000","Voluntary Non Profit - Private",6/16/1988 0:00:00,"Y","Y","N","Y","N","N",201,201,201,201,201,201,201,201,201,201,201
"147292","HEALTHTRENDS LTD.","200 E HOWARD ST","DES PLAINES","IL","60018","8478030774","Proprietary",7/27/1984 0:00:00,"Y","Y","Y","Y","Y","Y",35,54,51,70,55,36,56,83,34,29,43
"677153","HEALTHWISE HOME HEALTH CARE AG","607 WEST BROWN","HEARNE","TX","77859","9792799284","Proprietary",8/3/1988 0:00:00,"Y","Y","Y","N","Y","Y",38,34,54,66,50,42,60,90,48,24,20
"248025","HEALTHWORKS HOME MEDICAL INC","114 SE 5TH ST","MINNEAPOLIS","MN","55414","6126179562","Proprietary",7/17/1995 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"307082","HEALTHY AT HOME","12 AMHERST STREET SUITE #1","NASHUA","NH","03060","6035954243","Voluntary Non Profit - Private",7/2/1997 0:00:00,"Y","Y","Y","N","Y","Y",25,56,199,199,60,199,199,95,54,41,199
"197232","HEALTHY CARE HOME HEALTH, LLC","3875 FLORIDA BLVD","BATON ROUGE","LA","70806","2253446031","Proprietary",11/9/1988 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,86,49,199
"397612","HEALTHY HOMECOMINGS INC","3070 BRISTOL PRK NO.2 STE 213","BENSALEM","PA","19120","2156397140","Proprietary",12/7/1994 0:00:00,"Y","N","N","N","Y","N",201,201,201,201,201,201,201,201,201,201,201
"507113","HEALTHY OPTIONS","657 OKANOGAN AVENUE","WENATCHEE","WA","98801","5096639585","Proprietary",11/20/1997 0:00:00,"Y","Y","Y","Y","Y","Y",24,45,44,19,40,8,53,95,13,15,9
"377640","HEART CARE AT HOME, LLC","500 N MERIDIAN","OKLAHOMA CITY","OK","73107","4059481700","Proprietary",9/25/2001 0:00:00,"Y","Y","Y","Y","Y","Y",19,199,199,19,45,199,199,95,33,5,199
"678220","HEART HOME HEALTH CARE INC","7405 ALMEDA ROAD SUITE B","HOUSTON","TX","77054","7136548825","Proprietary",5/24/1996 0:00:00,"Y","Y","Y","Y","Y","Y",44,34,40,64,46,28,48,87,37,19,25
"677000","HEART OF WEST TEXAS HOME CARE","997 W I 20","COLORADO CITY","TX","79512","3257282657","Government - Local",10/24/1985 0:00:00,"Y","Y","Y","Y","N","Y",24,44,199,42,54,22,45,93,31,22,22
"367761","HEART TO HEART HOME HEALTH CARE","200 SMOKERISE DRIVE","WADSWORTH","OH","44281","3303359999","Proprietary",6/30/1999 0:00:00,"Y","Y","Y","Y","Y","Y",17,13,199,28,32,199,199,95,24,37,199
"679105","HEARTBEAT HOME HEALTH AGENCY","EDGE CREEK PLAZA 3939 E  HWY 80 STE 470","MESQUITE","TX","75150","9726820727","Proprietary",2/1/2002 0:00:00,"Y","Y","Y","Y","Y","Y",32,52,39,57,56,40,50,94,38,9,42
"237333","HEARTHLAND HOME CARE  INC","700 W ASH STREET","MASON","MI","48854","5176760412","Proprietary",10/9/1992 0:00:00,"Y","Y","Y","Y","Y","Y",30,56,59,61,54,37,63,89,28,35,41
"137054","HEARTHSIDE HOME HEALTH AGENCY","1403 LEADORE AVE","SALMON","ID","83467","2087566383","Proprietary",5/27/1992 0:00:00,"Y","Y","Y","Y","N","Y",29,33,199,199,52,199,199,90,17,27,199
"377053","HEARTLAND HEALTHCARE OF SO. OK","1013 15TH AVENUE NORTHWEST","ARDMORE","OK","73401","5802264544","Proprietary",11/17/1998 0:00:00,"Y","Y","Y","Y","Y","Y",24,36,48,48,51,30,46,95,32,23,22
"377032","HEARTLAND HEALTHCARE, INC.","7504 N BROADWAY EXTENSION","OKLAHOMA CITY","OK","73116","4058421700","Proprietary",10/4/1996 0:00:00,"Y","Y","Y","Y","Y","Y",30,51,51,52,55,20,57,95,30,21,28
"177202","HEARTLAND HH CARE & HOSPICE","1410 N WOODLAWN  SUITE D","DERBY","KS","67037","3167887626","Proprietary",7/10/1989 0:00:00,"Y","Y","Y","Y","Y","Y",36,39,66,67,62,38,71,92,28,16,45
"397188","HEARTLAND HH CARE AND HOSPICE","750 HOLIDAY DR FOSTER PLAZA 9","PITTSBURGH","PA","15220","4129282126","Proprietary",2/2/1983 0:00:00,"Y","Y","Y","Y","Y","Y",34,50,60,59,53,34,61,87,32,26,50
"397616","HEARTLAND HH CARE AND HOSPICE","2600 EASTERN BOULEVARD SUITE 204","YORK","PA","17402","7178409750","Proprietary",1/12/1995 0:00:00,"Y","Y","Y","Y","Y","Y",29,57,51,59,45,26,48,87,22,18,42
"057605","HEARTLAND HHA AND HOSPICE","1700 IOWA AVENUE, SUITE 280","RIVERSIDE","CA","92507","9093698054","Proprietary",11/29/1983 0:00:00,"Y","Y","Y","Y","Y","Y",37,50,60,54,59,35,60,92,25,24,38
"527238","HEARTLAND HM HLTH CR & HSP","13255 W BLUEMOUND RD SU 100","BROOKFIELD","WI","53005","2962641662","Proprietary",9/15/1993 0:00:00,"Y","Y","Y","Y","Y","Y",26,38,45,45,46,22,53,89,29,28,39
"178034","HEARTLAND HOME CARE","107 MAIN BOX 363","MERIDEN","KS","66512","7854842380","Proprietary",12/12/1996 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199
"167247","HEARTLAND HOME CARE","212 NORTH MARKET STREET","OSKALOOSA","IA","52577","6416722944","Proprietary",10/17/1995 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199
"157205","HEARTLAND HOME CARE","1315 DIRECTORS ROW, SUITE 210","FORT WAYNE","IN","46808","2604846818","Proprietary",6/26/1990 0:00:00,"Y","Y","Y","Y","Y","Y",27,55,65,62,58,24,63,88,22,24,51
"147648","HEARTLAND HOME CARE","1260 EAST TREMONT","HILLSBORO","IL","62049","2175322002","Voluntary Non Profit - Other",6/27/1996 0:00:00,"Y","Y","Y","Y","Y","Y",34,53,60,58,51,36,68,91,21,19,38
"217047","HEARTLAND HOME CARE","8201 CORPORATE DRIVE, SUITE 120","LANDOVER","MD","20785","3017314900","Proprietary",7/1/1980 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"397765","HEARTLAND HOME CARE & HOSPICE","4070 BUTLER PIKE SUITE 100","PLYMOUTH MEETING","PA","19462","6109416700","Proprietary",2/8/2002 0:00:00,"Y","Y","Y","Y","Y","Y",31,59,60,58,54,39,61,87,19,22,45
"237162","HEARTLAND HOME CARE BAY CITY","401 CENTER ST","BAY CITY","MI","48708","5178934504","Proprietary",9/19/1984 0:00:00,"Y","Y","Y","Y","Y","Y",31,52,63,65,58,28,63,89,32,25,45
"237336","HEARTLAND HOME CARE FLINT","G 3506 LENNON RD","FLINT","MI","48507","8107320203","Proprietary",8/10/1994 0:00:00,"Y","Y","Y","Y","Y","Y",37,56,57,56,50,31,64,90,30,32,45
"237331","HEARTLAND HOME CARE GRAND RAPI","4125 EMBASSY DRIVE  SE","GRAND RAPIDS","MI","49546","6169427733","Proprietary",3/17/1992 0:00:00,"Y","Y","Y","Y","Y","Y",30,44,48,55,49,30,66,88,21,22,36
"237423","HEARTLAND HOME CARE INC","3830 PACKARD RD","ANN ARBOR","MI","48108","7346778140","Proprietary",2/19/1997 0:00:00,"Y","Y","Y","Y","Y","Y",33,67,59,66,61,41,64,89,29,30,51
"367633","HEARTLAND HOME CARE INC","35  BIERLY ROAD, SUITE 2","PORTSMOUTH","OH","45662","7403532210","Proprietary",2/24/1995 0:00:00,"Y","Y","Y","Y","Y","Y",31,52,50,41,50,32,52,89,35,36,36
"367634","HEARTLAND HOME CARE INC","4807 ROCKSIDE RD SUITE 610","INDEPENDENCE","OH","44131","2169011464","Proprietary",5/4/1995 0:00:00,"Y","Y","Y","Y","Y","Y",36,57,60,65,58,40,62,87,26,24,50
"367458","HEARTLAND HOME CARE INC","3450 WEST CENTRAL AVENUE, SUITE 230","TOLEDO","OH","43606","4198676786","Proprietary",7/12/1990 0:00:00,"Y","Y","Y","Y","Y","Y",32,58,59,57,55,32,63,91,28,29,45
"367418","HEARTLAND HOME CARE INC","96 S WASHINGTON ST, SUITE 100","TIFFIN","OH","44883","4194488518","Proprietary",10/2/1986 0:00:00,"Y","Y","Y","Y","Y","Y",45,52,65,65,61,35,73,94,21,21,50
"237436","HEARTLAND HOME CARE INC  KAL","6126 LOVER'S LANE","PORTAGE","MI","49002","6163241811","Proprietary",8/20/1997 0:00:00,"Y","Y","Y","Y","Y","Y",40,45,65,64,56,28,70,90,23,24,57
"237435","HEARTLAND HOME CARE INC. MIDLA","1175 WEST LAKE STREET","TAWAS CITY","MI","48764","5176314776","Proprietary",8/11/1997 0:00:00,"Y","Y","Y","Y","Y","Y",30,41,43,58,49,40,64,93,30,25,49
"237335","HEARTLAND HOME CARE SOUTHFIEL","28588 NORTHWESTERN HWY","SOUTHFIELD","MI","48034","2489488228","Proprietary",12/9/1992 0:00:00,"Y","Y","Y","Y","Y","Y",32,53,54,74,57,43,66,88,29,25,54
"497544","HEARTLAND HOME CARE-SALEM","MCVITTY EXECUTIVE CENTER UNIT 202","SALEM","VA","24153","5403873000","Proprietary",6/1/1998 0:00:00,"Y","Y","Y","Y","Y","Y",34,53,60,39,48,36,58,87,27,26,36
"247082","HEARTLAND HOME HC AND HOSPICE","2250 COUNTY ROAD C","ROSEVILLE","MN","55113","6516336522","Proprietary",9/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",33,48,55,53,51,21,56,90,24,22,44
"267064","HEARTLAND HOME HEALTH","105 N. FAR WEST DRIVE, SUITE 100","SAINT JOSEPH","MO","64506","8162717593","Voluntary Non Profit - Other",12/12/1977 0:00:00,"Y","Y","Y","Y","Y","Y",31,52,56,71,56,36,65,94,27,21,46
"287118","HEARTLAND HOME HEALTH","120 PARK AVENUE","HEBRON","NE","68370","4027684625","Government - State/County",8/19/1999 0:00:00,"Y","Y","Y","Y","Y","Y",33,71,199,22,48,27,55,91,24,24,5
"167203","HEARTLAND HOME HEALTH","2301 EASTERN AVENUE","RED OAK","IA","51566","7126237194","Government - State/County",8/11/1992 0:00:00,"Y","Y","Y","Y","Y","Y",18,35,199,36,58,35,80,91,39,18,21
"527137","HEARTLAND HOME HEALTH","990 HILLCREST STREET, SUITE 104","BALDWIN","WI","54002","7156845020","Voluntary Non Profit - Other",12/11/1984 0:00:00,"Y","Y","Y","Y","Y","Y",25,48,58,54,56,20,55,95,27,33,42
"377158","HEARTLAND HOME HEALTH AND HOSPICE","3700 NORTH KICKPOO, SUITE 104","SHAWNEE","OK","74801","4052146441","Voluntary Non Profit - Private",12/22/1988 0:00:00,"Y","Y","Y","Y","Y","Y",34,43,53,57,60,32,64,95,20,5,28
"347189","HEARTLAND HOME HEALTH CARE","3117 POPLAR WOOD CT STE 115","RALEIGH","NC","27604","9198779959","Proprietary",4/13/1992 0:00:00,"Y","Y","Y","Y","Y","Y",33,54,61,55,50,24,62,89,32,16,43
"147679","HEARTLAND HOME HEALTH CARE","20646 S LAGRANGE ROAD SUITE 305","FRANKFORT","IL","60423","6158061000","Proprietary",5/30/1997 0:00:00,"Y","Y","Y","Y","Y","Y",28,48,60,65,48,36,54,89,32,26,51
"107734","HEARTLAND HOME HEALTH CARE","3657 CORTEZ ROAD, SUITE 100","BRADENTON","FL","34210","9417441101","Proprietary",10/22/2002 0:00:00,"Y","Y","Y","Y","Y","Y",29,34,199,61,53,25,70,93,29,23,199
"107692","HEARTLAND HOME HEALTH CARE","4902 CREEKSIDE DR STE A","CLEARWATER","FL","33760","7272999748","Proprietary",3/11/2002 0:00:00,"Y","Y","Y","Y","Y","Y",38,52,70,68,68,51,76,87,29,28,46
"107595","HEARTLAND HOME HEALTH CARE","2290 10TH AVE NORTH","LAKE WORTH","FL","33461","5614326033","Proprietary",3/2/1999 0:00:00,"Y","Y","Y","Y","Y","Y",30,34,41,60,49,26,49,95,26,23,34
"103118","HEARTLAND HOME HEALTH CARE","1469 COLONIAL BLVD","FORT MYERS","FL","33907","9414370909","Proprietary",3/23/2000 0:00:00,"Y","Y","Y","Y","Y","Y",29,54,59,66,59,42,65,89,28,23,48
"527233","HEARTLAND HOME HEALTH CARE","2050 RIVERSIDE DRIVE, 1ST FLOOR","GREEN BAY","WI","54301","9204369390","Proprietary",4/20/1993 0:00:00,"Y","Y","Y","Y","Y","Y",30,199,199,30,68,30,199,91,18,18,18
"507084","HEARTLAND HOME HEALTH CARE","10700 MERIDIAN AVENUE N #507","SEATTLE","WA","98133","2064177700","Proprietary",10/29/1980 0:00:00,"Y","Y","Y","Y","Y","Y",15,31,58,61,40,27,49,94,27,25,21
"677435","HEARTLAND HOME HEALTH CARE & H","5430 FREDERICKSBURG ROAD SUITE 510","SAN ANTONIO","TX","78229","2106151100","Proprietary",9/25/1991 0:00:00,"Y","Y","Y","Y","Y","Y",37,44,52,52,63,26,55,95,29,23,43
"677539","HEARTLAND HOME HEALTH CARE & H","8700 STEMMONS FREEWAY SUITE 144","DALLAS","TX","75247","2146309070","Proprietary",10/15/1992 0:00:00,"Y","Y","Y","Y","Y","Y",33,42,51,48,57,23,52,90,27,23,38
"677472","HEARTLAND HOME HEALTH CARE & H","1434 W SAM HOUSTON PKWY N STE 140","HOUSTON","TX","77043","7139321354","Proprietary",3/23/1992 0:00:00,"Y","Y","Y","Y","Y","Y",43,47,52,70,57,39,59,89,32,18,41
"367472","HEARTLAND HOME HEALTH CARE & H","2300 WALL STREET","CINCINNATI","OH","45212","5137316100","Proprietary",11/21/1991 0:00:00,"Y","Y","Y","Y","Y","Y",35,42,57,54,55,38,61,87,32,25,49
"067087","HEARTLAND HOME HEALTH CARE & HOSPICE","1455 DIXON AVENUE, #120","LAFAYETTE","CO","80026","3039261001","Proprietary",1/14/1983 0:00:00,"Y","Y","Y","Y","Y","Y",27,35,51,53,52,25,59,88,32,22,37
"067426","HEARTLAND HOME HEALTH CARE & HOSPICE","1221 S CLARKSON ST #200","DENVER","CO","80210","3037652189","Proprietary",3/3/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"067427","HEARTLAND HOME HEALTH CARE & HOSPICE","1800 GREELEY MALL #B","GREELEY","CO","80631","9703460035","Proprietary",3/4/2003 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"177123","HEARTLAND HOME HEALTH CARE & HOSPICE","1033 SW GAGE STREET","TOPEKA","KS","66604","7853544300","Proprietary",3/5/1984 0:00:00,"Y","Y","Y","Y","Y","Y",29,47,58,53,56,22,60,90,22,19,49
"397761","HEARTLAND HOME HEALTH CARE & HOSPICE SERVICES, INC","1227 LIBERTY STREET","ALLENTOWN","PA","18102","6104321022","Proprietary",1/18/2002 0:00:00,"Y","Y","Y","Y","Y","Y",33,57,61,60,51,34,58,84,25,26,51
"057352","HEARTLAND HOME HEALTH CARE AND","901 SUNVALLEY BLVD, SUITE 220","CONCORD","CA","94520","9256748610","Proprietary",11/1/1992 0:00:00,"Y","Y","Y","Y","Y","Y",37,59,66,48,63,37,67,93,23,17,48
"267170","HEARTLAND HOME HEALTH CARE AND","4225 BALTIMORE","KANSAS CITY","MO","64111","8167531219","Proprietary",12/29/1983 0:00:00,"Y","Y","Y","Y","Y","Y",28,41,58,60,56,42,65,91,26,23,37
"267222","HEARTLAND HOME HEALTH CARE AND","12101 WOODCREST EXECUTIVE DR, SUITE 102","SAINT LOUIS","MO","63141","3144530990","Proprietary",11/9/1984 0:00:00,"Y","Y","Y","Y","Y","Y",29,50,52,51,53,41,61,87,36,31,33
"367557","HEARTLAND HOME HEALTH CARE INC","6500 BUSCH BOULEVARD","COLUMBUS","OH","43229","6144330423","Voluntary Non Profit - Other",1/24/1994 0:00:00,"Y","Y","Y","Y","Y","Y",31,69,58,56,52,30,54,88,26,28,48
"157223","HEARTLAND HOME HEALTH CARE INC","412 W STATE ST, PO BOX 1253","PRINCETON","IN","47670","8123852550","Proprietary",9/20/1991 0:00:00,"Y","Y","Y","Y","Y","Y",32,38,199,58,66,52,62,95,36,27,43
