ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
337012,VNA HUDSON VALLEY CHHA,540 WHITE PLAINS ROAD,TARRYTOWN,NY,10591,9146667616,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,89,94,87,97,74,74,93,98,98,99,97,100,100,58,53,58,59,58,83,43,11,19
337168,NYACK HOSP HOME CARE CHHA,"ONE BLUE HILL PLAZA,  6TH FLOOR",PEARL RIVER,NY,10965,8456388700,VOLUNTARY NON-PROFIT - PRIVATE,3/27/1973,Y,Y,Y,Y,Y,Y,92,87,94,99,68,48,94,99,98,98,97,100,100,55,54,62,66,57,87,44,10,19
337029,OSWEGO CO HLTH DIV NURSNG CHHA,70 BUNNER ST,OSWEGO,NY,13126,3153493548,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,98,99,100,100,73,70,100,100,100,100,100,100,100,52,61,50,70,65,99,37,9,13
337085,ST LAWRENCE CO PUB HLTH CHHA,"80 STATE HIGHWAY 310, SUITE 2",CANTON,NY,13617,3153862325,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,Y,Y,Y,83,85,100,99,81,82,90,100,97,100,89,97,97,47,58,64,54,62,81,46,13,24
337227,ST FRANCIS HOSPITAL CHHA,"26  IBM ROAD,  SUITE 1-A",POUGHKEEPSIE,NY,12601,8454835550,VOLUNTARY NON-PROFIT - CHURCH,8/5/1987,Y,Y,Y,Y,Y,Y,95,96,94,98,69,70,97,100,99,100,98,99,99,63,57,65,79,71,100,54,14,17
337400,PECONIC BAY HOMEHEALTH SVS,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,6315486432,VOLUNTARY NON-PROFIT - PRIVATE,11/15/1994,Y,Y,Y,Y,Y,Y,97,92,100,95,81,79,96,99,99,95,98,100,96,58,59,68,66,64,88,51,10,15
337418,LIVING RESOURCES CHHA,300 WASHINGTON AVENUE EXTENSION,ALBANY,NY,12203,5188678800,VOLUNTARY NON-PROFIT - PRIVATE,4/12/2000,Y,Y,Y,Y,Y,Y,88,91,97,99,71,74,100,98,98,199,100,94,98,42,45,40,69,60,199,45,8,11
337137,WYOMING CO DOH CHHA   (CLOSED),5362 MUNGERS MILL ROAD,SILVER SPRINGS,NY,14550,5857868890,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,98,99,100,100,74,81,98,100,100,100,98,100,100,53,75,69,65,63,92,56,9,19
337032,LIVINGSTON CO DOH HHA,2 LIVINGSTON COUNTY CAMPUS,MOUNT MORRIS,NY,14510,5852437290,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,Y,Y,Y,93,96,98,99,88,90,94,99,97,100,91,100,100,60,59,70,74,78,95,48,14,20
337081,HCR  CHHA  (HOMER),"6 NORTH WEST STREET,  SUITE 5",HOMER,NY,13077,6072994593,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,95,98,98,96,70,72,99,100,100,100,99,99,100,68,71,74,82,79,91,51,14,25
337187,WINTHROP UNIVERSITY HOSPITAL CHHA,290 OLD COUNTRY ROAD,MINEOLA,NY,11501,5166638000,VOLUNTARY NON-PROFIT - OTHER,7/8/1982,Y,Y,Y,Y,Y,Y,99,99,100,100,68,59,100,100,100,99,100,100,100,67,63,68,74,69,85,52,8,18
337197,OUR LADY OF CONSOLATION LTHHCP,"15 PARK AVENUE,  SUITE 200",BAY SHORE,NY,11706,6312248518,VOLUNTARY NON-PROFIT - CHURCH,12/15/1983,Y,Y,Y,Y,Y,Y,98,199,98,95,40,41,199,100,199,199,199,96,79,199,199,199,199,199,199,199,199,199
337261,PERSONAL TOUCH HOME AIDES OF NEW YORK INC,2701 EMMONS AVENUE,BROOKLYN,NY,11235,7183756111,PROPRIETARY,12/2/1988,Y,Y,Y,Y,Y,Y,98,99,100,99,32,24,99,99,100,99,100,97,99,34,25,33,60,45,77,33,6,14
337006,VNA OF WESTERN NY CHHA,2100 WEHRLE DRIVE,WILLIAMSVILLE,NY,14221,7166308000,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,94,98,98,99,76,77,99,99,100,100,100,100,100,66,61,70,74,70,91,53,11,16
337413,GURWIN JEWISH NRSG AND REHAB CENTER LTHHCP,5036 JERICHO TURNPIKE SUITE 202,COMMACK,NY,11725,6313872160,VOLUNTARY NON-PROFIT - CHURCH,3/13/1997,Y,Y,Y,Y,Y,Y,85,84,95,85,27,28,85,93,99,199,97,99,89,44,35,51,66,61,199,39,13,25
337435,CNH LONG TERM HOME HEALTH PROGRAM,545 BROADWAY,BROOKLYN,NY,11206,7183880220,VOLUNTARY NON-PROFIT - OTHER,6/17/2008,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,201
337430,UNITED ODD FELLOW & REBEKAH HOME LTHHCP,1072 HAVEMEYER AVENUE,BRONX,NY,10462,7188636200,VOLUNTARY NON-PROFIT - OTHER,10/4/2007,Y,Y,Y,Y,Y,Y,88,199,90,91,57,67,199,93,199,199,199,199,61,199,199,199,199,199,199,199,199,199
337172,COLUMBIA COUNTY DOH DIVISION OF NRSG CHHA,325 COLUMBIA STREET,HUDSON,NY,12534,5188283358,GOVERNMENT - LOCAL,9/13/1978,Y,Y,Y,Y,Y,Y,96,94,100,99,78,82,94,100,100,199,97,100,99,47,38,55,62,59,81,46,13,13
337023,WASHINGTON COUNTY PUBLIC HEALTH CHHA,415 LOWER MAIN ST,HUDSON FALLS,NY,12839,5187462400,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,86,55,96,100,71,83,93,100,99,199,99,99,100,50,34,54,60,62,84,47,12,16
337061,METROPOLITAN JEWISH HOME CARE INC,"440 NINTH AVE, 14TH FLOOR",NEW YORK,NY,10001,2123565500,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,97,92,90,98,48,40,96,97,99,99,96,98,95,57,50,61,71,69,87,49,7,18
337246,SOUTH NASSAU COMM HOSP CHHA,2277 GRAND AVENUE,BALDWIN,NY,11510,5163775000,VOLUNTARY NON-PROFIT - PRIVATE,2/29/1988,Y,Y,Y,Y,Y,Y,97,90,94,98,51,54,93,98,97,99,92,99,99,60,71,64,76,73,91,58,8,19
337248,AMEDISYS HOME HEALTH CARE   AMHERST,"1127 WEHRLE DRIVE,  SUITE 50",AMHERST,NY,14221,7166326420,PROPRIETARY,4/20/1988,Y,Y,Y,Y,Y,Y,94,79,94,100,81,79,95,98,97,98,99,96,100,65,51,68,69,68,90,51,12,18
337262,HILLSIDE MANOR NURSING CENTER LTHHCP,188-11 HILLSIDE AVENUE,HOLLIS,NY,11423,7182913500,PROPRIETARY,11/30/1988,Y,Y,Y,Y,Y,Y,94,91,100,98,58,24,98,97,96,199,96,73,89,31,23,27,33,27,199,31,4,18
337290,"AMERICARE CERTIFIED SPECIAL SERVICES, INC CHHA",5923 STRICKLAND AVENUE,BROOKLYN,NY,11234,7182599300,PROPRIETARY,2/1/1993,Y,Y,Y,Y,Y,Y,93,91,98,99,64,52,89,97,94,97,91,98,98,39,35,39,48,41,67,26,8,15
337243,GIRLING HEALTH CARE OF NEW YORK INC CHHA,118-A BATTERY AVENUE,BROOKLYN,NY,11209,7187487447,PROPRIETARY,1/7/1988,Y,Y,Y,Y,Y,Y,98,89,98,93,32,29,84,98,98,199,91,97,96,44,42,37,38,36,199,27,7,13
337407,SELFHELP SPECIAL FAM HOME CARE,520 EIGHTH AVENUE,NEW YORK,NY,10018,2129715471,VOLUNTARY NON-PROFIT - OTHER,5/31/1995,Y,Y,Y,Y,Y,Y,85,87,99,98,77,64,84,99,94,199,84,100,98,52,51,63,62,76,199,54,7,19
337184,HOME CARE BUFFALO CHHA,150 BENNETT ROAD,CHEEKTOWAGA,NY,14227,7166868006,VOLUNTARY NON-PROFIT - PRIVATE,1/14/1982,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,201
337047,"CCH HOME CARE & PALLIATIVE SERVICES, INC",1050 WEST GENESEE STREET,SYRACUSE,NY,13204,3156412385,VOLUNTARY NON-PROFIT - PRIVATE,1/1/1977,Y,Y,Y,Y,Y,Y,94,97,96,100,80,78,95,99,99,199,98,99,100,68,66,69,70,64,78,60,10,12
337302,GENTIVA HEALTH SVS HAUPPAUGE - RIVERHEAD SUB-UNIT,877 EAST MAIN STREET,RIVERHEAD,NY,11901,6317275353,PROPRIETARY,8/10/2010,Y,Y,Y,Y,Y,Y,94,92,99,99,60,58,94,99,99,199,94,94,100,63,58,72,68,72,90,55,11,15
337107,GOOD SAMARITAN HOSPITAL HOME CARE DEPARTMENT CHHA,"ONE CROSFIELD AVENUE, 2ND FLOOR",WEST NYACK,NY,10994,8453685277,VOLUNTARY NON-PROFIT - CHURCH,7/1/1966,Y,Y,Y,Y,Y,Y,90,99,99,99,72,73,97,99,100,100,98,100,99,54,57,60,72,70,94,40,11,16
337180,"JEWISH HOME LIFECARE, MANHATTAN LTHHCP","104 WEST 29TH STREET,  8TH FLOOR",NEW YORK,NY,10001,2122732500,VOLUNTARY NON-PROFIT - CHURCH,8/4/1981,Y,Y,Y,Y,Y,Y,80,95,98,82,75,63,67,97,91,199,86,91,84,53,55,64,65,57,199,50,7,17
337191,FRANCES SCHERVIER HOME AND HOSPITAL  LTHHCP,2975 INDEPENDENCE AVENUE,BRONX,NY,10463,7188845612,VOLUNTARY NON-PROFIT - CHURCH,4/22/1983,Y,Y,Y,Y,Y,Y,93,97,98,90,71,57,97,99,100,199,98,100,96,39,43,45,53,53,199,39,5,20
337408,WILLCARE HUDSON VALLEY CHHA,700 CORPORATE BOULEVARD,NEWBURGH,NY,12550,8455613655,PROPRIETARY,8/7/1995,Y,Y,Y,Y,Y,Y,91,91,91,93,71,71,84,97,94,98,78,92,98,55,49,66,74,70,98,51,10,17
337299,REVIVAL HOME HEALTH CARE,5350 KINGS HIGHWAY,BROOKLYN,NY,11203,7186291000,PROPRIETARY,12/22/1994,Y,Y,Y,Y,Y,Y,93,94,94,100,42,38,98,100,99,98,98,99,100,50,37,54,72,68,94,48,7,17
337014,VNS & HOSPICE OF SUFFOLK INC CHHA,505 MAIN STREET,NORTHPORT,NY,11768,6312617200,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,88,97,98,98,77,72,98,99,100,100,100,100,99,60,60,65,71,62,94,45,9,20
337266,PEOPLE HOME HEALTH SVS CHHA,1219 NORTH FOREST RD,WILLIAMSVILLE,NY,14221,7168745600,VOLUNTARY NON-PROFIT - PRIVATE,4/15/1990,Y,Y,Y,Y,Y,Y,78,86,100,100,88,66,199,100,199,199,199,199,97,199,199,199,199,199,199,199,199,199
337424,EXCELLENT HOME CARE SERVICES LLC,91-93 SOUTH THIRD STREET,BROOKLYN,NY,11211,7183871800,PROPRIETARY,11/10/2004,Y,Y,Y,Y,Y,Y,84,97,99,98,72,51,95,99,97,98,97,96,98,45,39,45,53,38,91,41,8,14
337438,ST MARY'S HOME CARE,"5 DAKOTA DRIVE,  SUITE 200",NEW HYDE PARK,NY,11042,5164719300,VOLUNTARY NON-PROFIT - PRIVATE,2/9/2011,Y,Y,Y,Y,Y,Y,96,199,96,53,46,5,199,82,199,199,199,90,67,199,199,199,199,199,199,199,201,201
337232,GENTIVA HEALTH SVS HAUPPAUGE,888 VETERANS MEMORIAL HIGHWAY SUITE 210,HAUPPAUGE,NY,11788,6312326030,PROPRIETARY,9/10/1987,Y,Y,Y,Y,Y,Y,94,94,97,98,75,71,98,99,100,96,99,98,100,61,60,70,66,74,88,62,9,18
337263,ISABELLA HOME CARE,5073 BROADWAY,NEW YORK,NY,10034,2123429500,VOLUNTARY NON-PROFIT - PRIVATE,1/19/1989,Y,Y,Y,Y,Y,Y,90,91,79,88,74,51,78,75,94,199,87,79,49,57,43,54,48,57,199,46,4,19
337405,PTS OF WESTCHESTER INC,"7-11 SOUTH BROADWAY,  SUITE 404",WHITE PLAINS,NY,10601,9149495150,PROPRIETARY,11/14/1994,Y,Y,Y,Y,Y,Y,99,81,99,95,43,37,89,98,97,199,96,99,98,47,56,53,52,60,88,49,12,18
337419,EMPIRE STATE HOME CARE SERVICES INC CHHA,"15 METROTECH CENTER,  10TH FLOOR",BROOKLYN,NY,11201,7189237100,VOLUNTARY NON-PROFIT - PRIVATE,12/4/2001,Y,Y,Y,Y,Y,Y,93,88,98,98,59,49,83,96,97,199,90,96,96,55,53,60,70,65,92,52,6,13
337426,NY CONGREGATIONAL NURSING CENTER LTHHCP,"123 LINDEN BLVD, SUITE 300",BROOKLYN,NY,11226,7182824300,VOLUNTARY NON-PROFIT - OTHER,3/30/2007,Y,Y,Y,Y,Y,Y,94,199,99,99,54,0,199,92,199,199,199,199,93,46,199,42,199,199,199,199,199,199
337428,"COBBLE HILL HEALTH CENTER, INC, LTHHCP",822 LEXINGTON AVENUE,BROOKLYN,NY,11221,7182371717,VOLUNTARY NON-PROFIT - OTHER,7/10/2007,Y,Y,Y,Y,Y,Y,97,199,97,95,23,11,199,98,199,199,199,199,81,36,38,27,33,26,199,18,199,199
337212,VNS ITHACA  TOMPKINS CO CHHA,138 CECIL A MALONE DRIVE,ITHACA,NY,14850,6072730466,VOLUNTARY NON-PROFIT - PRIVATE,10/23/1985,Y,Y,Y,Y,Y,Y,94,91,93,97,88,92,100,99,100,199,100,100,99,52,52,62,67,62,96,45,16,16
337254,GENESIS HEALTHCARE OF NEW YORK CHHA,199 PRATT STREET,WATERTOWN,NY,13601,3157820415,PROPRIETARY,4/15/1988,Y,Y,Y,Y,N,Y,96,96,100,98,74,71,100,100,99,199,199,199,100,43,64,63,55,53,199,199,13,12
337271,INDEPENDENT LIVING  FOR SENIORS INC LTHHCP,2066 HUDSON AVENUE,ROCHESTER,NY,14617,5859222800,VOLUNTARY NON-PROFIT - PRIVATE,6/19/1990,Y,Y,Y,Y,Y,Y,97,80,93,80,88,81,98,93,98,199,96,99,94,36,49,45,66,56,199,32,201,201
337260,"TENDER LOVING CARE, AN AMEDISYS COMPANY","960 SOUTH BROADWAY, SUITE 110-A",HICKSVILLE,NY,11801,5169353737,PROPRIETARY,4/28/1988,Y,Y,Y,Y,Y,Y,94,69,100,100,69,55,90,100,98,100,97,96,100,60,48,67,70,74,93,50,12,20
337200,GOOD SAMARITAN HOSPITAL HOME HLTH AGY CHHA,15 PARK AVENUE,BAY SHORE,NY,11706,6319698200,VOLUNTARY NON-PROFIT - CHURCH,6/12/1984,Y,Y,Y,Y,Y,Y,94,94,99,98,63,62,96,97,99,100,97,98,94,55,56,58,70,67,83,53,11,19
337301,AMERICARE CERTIFIED SPECIAL SERVICES SUB-UNIT,"100 ROUTE 59,  SUITE 102",SUFFERN,NY,10901,8453573200,PROPRIETARY,4/24/1998,Y,Y,Y,Y,Y,Y,96,83,94,99,52,31,89,97,95,199,94,97,95,54,44,45,58,40,199,31,15,14
337415,LOURDES AT HOME CHHA,4102 OLD VESTAL ROAD,VESTAL,NY,13850,6077721598,VOLUNTARY NON-PROFIT - CHURCH,7/22/1999,Y,Y,Y,Y,Y,Y,93,98,96,97,75,75,100,99,100,99,100,100,100,64,57,65,65,67,88,53,12,19
337429,LUTHERAN AUGUSTANA CENTER FOR EC AND REHAB LTHHCP,5407 SECOND AVENUE,BROOKLYN,NY,11220,7186307827,VOLUNTARY NON-PROFIT - CHURCH,9/21/2007,Y,Y,Y,Y,Y,Y,98,199,100,98,76,49,199,100,199,199,199,199,96,38,199,19,199,199,199,199,199,199
337440,SHINING STAR HOME HEALTH CARE,"1333  60TH STREET,  2ND FLOOR",BROOKLYN,NY,11219,7184354700,PROPRIETARY,1/17/2012,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
337193,ST MARYS HOSPITAL FOR CHILDREN LTHHCP  (CLOSED),"5 DAKOTA DRIVE,  SUITE 200",NEW HYDE PARK,NY,11042,7182818600,VOLUNTARY NON-PROFIT - PRIVATE,6/10/1983,Y,Y,Y,Y,Y,Y,79,199,91,61,46,33,199,69,199,199,199,199,94,199,199,199,199,199,199,199,201,201
337192,BETH ABRAHAM HEALTH SVS HOME CARE LTHHCP,"1250 WATERS PLACE,  TOWER 1,  SUITE 602",BRONX,NY,10461,3476406000,VOLUNTARY NON-PROFIT - PRIVATE,9/19/1983,Y,Y,Y,Y,Y,Y,87,93,98,84,75,65,91,95,96,96,96,94,90,52,38,41,45,50,199,42,201,201
337292,GENTIVA HEALTH SVS CORNING,"11849 EAST CORNING ROAD,  SUITE 108",CORNING,NY,14830,6079620102,PROPRIETARY,4/9/1993,Y,Y,Y,Y,Y,Y,90,80,98,99,85,70,99,100,100,92,99,99,100,58,52,67,66,73,93,48,12,17
337417,ELANT AT GOSHEN INC LTHHCP,31 CERONE PLACE,NEWBURGH,NY,12550,8455690500,VOLUNTARY NON-PROFIT - PRIVATE,9/13/1999,Y,Y,Y,Y,Y,Y,94,96,100,91,69,74,100,100,100,199,100,100,100,32,22,34,41,19,199,28,6,12
337421,VILLAGECARE HOME CARE,"112 CHARLES STREET, 2ND FLOOR",NEW YORK,NY,10014,2124024501,VOLUNTARY NON-PROFIT - PRIVATE,5/28/2004,Y,Y,Y,Y,Y,Y,97,199,92,93,85,49,199,94,199,199,199,88,91,37,26,31,40,34,199,18,201,201
337086,FRANKLIN COUNTY  PUBLIC HEALTH SERVICES CHHA,125 CATHERINE STREET,MALONE,NY,12953,5184811710,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,N,94,79,100,99,66,64,96,99,99,100,97,99,100,49,43,56,62,57,83,39,11,19
337050,GREENE CO PUBLIC HEALTH NURSING SVC CHHA,411 MAIN STREET,CATSKILL,NY,12414,5187193600,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,N,Y,Y,96,93,90,89,63,68,100,99,100,199,199,199,98,49,33,60,84,57,199,42,3,22
337165,SULLIVAN COUNTY PUBLIC HEALTH SERVICES CHHA,50 COMMUNITY LANE,LIBERTY,NY,12754,8452925910,GOVERNMENT - STATE/COUNTY,3/23/1973,Y,Y,Y,Y,Y,Y,83,86,98,96,73,72,94,98,97,100,93,99,98,55,59,62,55,68,87,49,12,16
337066,LIFETIME CARE CHHA,3111 SOUTH WINTON ROAD,ROCHESTER,NY,14623,5852141000,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,98,99,98,99,83,85,99,99,100,98,99,100,99,61,58,69,67,71,91,57,11,19
337010,VNS ROCHESTER MONROE CO CHHA,2180 EMPIRE BOULEVARD,WEBSTER,NY,14580,5857872233,VOLUNTARY NON-PROFIT - OTHER,7/1/1966,Y,Y,Y,Y,Y,Y,96,97,97,99,83,77,97,98,99,99,98,99,100,63,59,70,70,64,81,53,12,18
337185,"JEWISH HOME LIFECARE,WEINBERG CAMPUS,BRONX LTHHCP",2900 EXTERIOR STREET 2ND FLOOR,BRONX,NY,10463,7183671125,VOLUNTARY NON-PROFIT - CHURCH,5/11/1982,Y,Y,Y,Y,Y,Y,81,93,98,84,74,64,88,96,98,199,99,92,96,34,30,40,65,60,199,56,11,11
337198,CORTLAND REGIONAL MEDICAL CENTER INC LTHHCP,134 HOMER AVENUE,CORTLAND,NY,13045,6077563646,VOLUNTARY NON-PROFIT - PRIVATE,11/15/1983,Y,Y,Y,Y,Y,Y,100,97,99,97,89,93,199,98,100,199,199,100,98,199,199,199,199,199,199,199,12,20
337209,SISTERS OF CHARITY HOSPITAL LTHHCP,14 APPLETREE BUSINESS PARK,CHEEKTOWAGA,NY,14227,7166510535,VOLUNTARY NON-PROFIT - CHURCH,5/15/1985,Y,Y,Y,Y,Y,Y,88,88,95,99,86,91,199,98,100,199,199,100,98,57,32,40,49,36,199,28,199,199
337218,ELANT AT FISHKILL INC LTHHCP,22 ROBERT R KASIN WAY,BEACON,NY,12508,8458318704,VOLUNTARY NON-PROFIT - PRIVATE,10/3/1986,Y,Y,Y,Y,Y,Y,85,95,96,86,89,82,90,94,100,199,100,97,88,42,53,59,79,63,199,36,6,21
337221,COLD SPRING HILLS CTR FOR NRSG & REHAB LTHHCP,378 SYOSSET WOODBURY ROAD,WOODBURY,NY,11797,5166227827,PROPRIETARY,2/24/1987,Y,Y,Y,Y,Y,Y,93,97,98,98,67,60,79,99,96,199,89,99,98,53,62,60,64,71,98,54,6,16
337401,GENTIVA HEALTH SVS BALLSTON SPA,"100 SARATOGA VILLAGE BLVD, SUITE 5",BALLSTON SPA,NY,12020,5188991158,PROPRIETARY,10/25/1994,Y,Y,Y,Y,Y,Y,95,99,100,99,80,80,98,99,100,100,99,99,99,65,59,70,67,68,89,55,14,16
337434,FOUR SEASONS NSG & REHAB CTR LTHHCP,1222  EAST  96TH  STREET,BROOKLYN,NY,11236,7183075460,PROPRIETARY,4/30/2008,Y,Y,Y,Y,Y,Y,73,199,74,16,63,46,199,74,199,199,199,199,85,47,199,26,39,199,199,199,201,201
337024,HCR  CHHA  (PLATTSBURGH),"176 US OVAL,  SUITE 3",PLATTSBURGH,NY,12903,5183100900,PROPRIETARY,7/1/1966,Y,Y,Y,Y,Y,Y,93,96,95,97,72,82,97,100,98,99,93,94,99,58,58,72,75,79,89,57,12,20
337054,OTSEGO MANOR LTHHCP,128 PHOENIX MILLS CROSS ROAD,COOPERSTOWN,NY,13326,6075442600,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,88,199,98,96,69,75,199,100,199,199,199,199,98,199,199,199,199,199,199,199,199,199
337150,ORANGE CO PUBLIC HEALTH CHHA,124 MAIN STREET,GOSHEN,NY,10924,8452912330,GOVERNMENT - STATE/COUNTY,3/28/1968,Y,Y,Y,Y,Y,Y,86,95,99,98,84,87,93,100,99,199,95,98,95,40,38,54,65,56,78,35,14,22
337004,CATTARAUGUS COUNTY DEPARTMENT OF HEALTH CHHA,1 LEO MOSS DRIVE,OLEAN,NY,14760,7163738050,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,98,90,95,97,69,67,94,98,99,100,88,96,95,53,66,59,64,73,94,45,15,17
337056,JEFFERSON CO PUB HLTH SVS CHHA,531 MEADE STREET,WATERTOWN,NY,13601,3157863710,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,N,Y,Y,98,93,99,100,77,82,97,99,99,99,98,99,96,49,52,61,65,68,95,44,11,14
337052,VNA CENTRAL NEW YORK CHHA,1050 W GENESEE STREET,SYRACUSE,NY,13204,3154763101,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,87,95,98,99,77,77,95,100,100,99,98,100,100,62,58,64,63,64,87,50,10,17
337207,SCHOFIELD RESIDENCE LTHHCP,2757 ELMWOOD AVENUE,KENMORE,NY,14217,7168742600,VOLUNTARY NON-PROFIT - PRIVATE,5/9/1985,Y,Y,Y,Y,Y,Y,93,89,79,90,66,94,95,94,96,199,199,94,89,38,199,36,47,199,199,58,18,14
337195,UNITED HEBREW GERIATRIC LTHHCP,60 WILLOW DRIVE,NEW ROCHELLE,NY,10805,9146322870,VOLUNTARY NON-PROFIT - PRIVATE,8/2/1983,Y,Y,Y,Y,Y,Y,98,93,69,98,66,53,100,93,99,199,99,99,93,48,28,49,58,49,199,35,13,18
337229,LONG BEACH MEDICAL CENTER CHHA,249 EAST PARK AVENUE,LONG BEACH,NY,11561,5168971300,VOLUNTARY NON-PROFIT - PRIVATE,8/18/1987,Y,Y,Y,Y,Y,Y,99,95,99,92,70,77,93,96,99,199,93,98,99,57,56,49,81,82,199,47,8,18
337255,GENTIVA HEALTH SERVICES LIVERPOOL,"200 ELWOOD DAVIS ROAD,  2ND FLOOR",LIVERPOOL,NY,13088,3154581127,PROPRIETARY,12/7/1987,Y,Y,Y,Y,Y,Y,94,93,99,94,87,85,95,99,100,97,96,94,99,63,60,70,66,74,92,58,12,18
337264,FAMILY CARE CERT SERVICES OF BROOKLYN QUEENS,1414  UTICA  AVENUE,BROOKLYN,NY,11203,7187457508,PROPRIETARY,1/13/1989,Y,Y,Y,Y,N,Y,80,86,94,92,31,26,78,99,88,199,83,91,93,53,46,48,70,44,199,43,11,22
337265,WARTBURG HOME LTHHCP,"56 HARRISON STREET,  SUITE 503",NEW ROCHELLE,NY,10801,9146991222,VOLUNTARY NON-PROFIT - CHURCH,4/10/1990,Y,Y,Y,Y,Y,Y,96,92,99,89,74,75,199,93,98,199,95,81,83,48,51,48,77,95,199,30,8,17
337273,FINGER LAKES VNS CHHA,756 PRE EMPTION ROAD,GENEVA,NY,14456,3157899821,VOLUNTARY NON-PROFIT - OTHER,6/20/1990,Y,Y,Y,Y,Y,Y,98,96,93,98,78,77,98,98,100,100,99,100,100,68,70,72,68,63,86,55,13,18
337289,GENTIVA HEALTH SVS WESTBURY,"865 MERRICK AVENUE, 3RD FLOOR",WESTBURY,NY,11590,5167468013,PROPRIETARY,12/31/1992,Y,Y,Y,Y,Y,Y,93,89,96,95,70,65,91,98,98,98,99,99,99,55,57,61,61,70,86,45,8,16
337148,NORTH SHORE HOME CARE CHHA,972 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,5168765300,VOLUNTARY NON-PROFIT - OTHER,9/19/1967,Y,Y,Y,Y,Y,Y,99,98,93,98,49,42,95,99,100,100,99,100,99,65,60,71,78,69,89,55,8,17
337118,ESSEX COUNTY PUBLIC HEALTH NURSING SVC  CHHA,132 WATER STREET,ELIZABETHTOWN,NY,12932,5188733500,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,N,Y,91,97,100,98,78,79,99,100,100,100,99,100,100,54,67,61,54,55,85,47,17,14
337008,VNS OF NY HOME CARE CHHA,1250 BROADWAY,NEW YORK,NY,10001,2126097300,VOLUNTARY NON-PROFIT - PRIVATE,7/1/1966,Y,Y,Y,Y,Y,Y,91,90,78,98,56,45,99,100,100,97,99,99,100,56,48,61,71,71,88,50,8,18
337136,LEWIS COUNTY GENERAL HOSPITAL CHHA,7785 NORTH STATE STREET,LOWVILLE,NY,13367,3153765200,GOVERNMENT - LOCAL,7/1/1966,Y,Y,Y,N,Y,N,92,97,97,94,79,85,99,90,99,199,96,99,100,49,73,64,59,64,87,57,11,17
